"","SiteSubsitePlot","SiteSubsite","LAT","LONG","YEAR","value_mean5yr"
"1","ABISKO:ABISKODRY_PADDUS:CTL_1","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2008,10.8166650390625
"2","ABISKO:ABISKODRY_PADDUS:CTL_1","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2014,10.2166687011719
"3","ABISKO:ABISKODRY_PADDUS:CTL_2","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2008,10.8166650390625
"4","ABISKO:ABISKODRY_PADDUS:CTL_2","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2014,10.2166687011719
"5","ABISKO:ABISKODRY_PADDUS:CTL_3","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2008,10.8166650390625
"6","ABISKO:ABISKODRY_PADDUS:CTL_3","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2014,10.2166687011719
"7","ABISKO:ABISKODRY_PADDUS:CTL_4","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2008,10.8166650390625
"8","ABISKO:ABISKODRY_PADDUS:CTL_4","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2014,10.2166687011719
"9","ABISKO:ABISKODRY_PADDUS:CTL_5","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2008,10.8166650390625
"10","ABISKO:ABISKODRY_PADDUS:CTL_5","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2014,10.2166687011719
"11","ABISKO:ABISKODRY_PADDUS:CTL_6","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2008,10.8166650390625
"12","ABISKO:ABISKODRY_PADDUS:CTL_6","ABISKO:ABISKODRY_PADDUS",68.1933,18.5115,2014,10.2166687011719
"13","ABISKO:ABISKOWET_FLUX:1_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2006,10.41
"14","ABISKO:ABISKOWET_FLUX:1_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2007,10.2166650390625
"15","ABISKO:ABISKOWET_FLUX:1_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2010,9.61000000000001
"16","ABISKO:ABISKOWET_FLUX:1_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2012,9.31666992187501
"17","ABISKO:ABISKOWET_FLUX:2_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2006,10.41
"18","ABISKO:ABISKOWET_FLUX:2_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2007,10.2166650390625
"19","ABISKO:ABISKOWET_FLUX:2_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2010,9.61000000000001
"20","ABISKO:ABISKOWET_FLUX:2_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2012,9.31666992187501
"21","ABISKO:ABISKOWET_FLUX:3_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2006,10.41
"22","ABISKO:ABISKOWET_FLUX:3_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2007,10.2166650390625
"23","ABISKO:ABISKOWET_FLUX:3_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2010,9.61000000000001
"24","ABISKO:ABISKOWET_FLUX:3_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2012,9.31666992187501
"25","ABISKO:ABISKOWET_FLUX:4_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2006,10.41
"26","ABISKO:ABISKOWET_FLUX:4_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2007,10.2166650390625
"27","ABISKO:ABISKOWET_FLUX:4_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2010,9.61000000000001
"28","ABISKO:ABISKOWET_FLUX:4_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2012,9.31666992187501
"29","ABISKO:ABISKOWET_FLUX:5_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2006,10.41
"30","ABISKO:ABISKOWET_FLUX:5_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2007,10.2166650390625
"31","ABISKO:ABISKOWET_FLUX:5_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2010,9.61000000000001
"32","ABISKO:ABISKOWET_FLUX:5_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2012,9.31666992187501
"33","ABISKO:ABISKOWET_FLUX:6_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2006,10.41
"34","ABISKO:ABISKOWET_FLUX:6_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2007,10.2166650390625
"35","ABISKO:ABISKOWET_FLUX:6_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2010,9.61000000000001
"36","ABISKO:ABISKOWET_FLUX:6_CTL","ABISKO:ABISKOWET_FLUX",68.20462,18.49582,2012,9.31666992187501
"37","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl1","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,1999,9.25000000000003
"38","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl1","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2005,10.0566650390625
"39","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl1","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2007,10.2166650390625
"40","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl1","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2008,9.84333007812501
"41","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl2","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,1999,9.25000000000003
"42","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl2","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2005,10.0566650390625
"43","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl2","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2007,10.2166650390625
"44","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl2","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2008,9.84333007812501
"45","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl3","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,1999,9.25000000000003
"46","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl3","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2005,10.0566650390625
"47","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl3","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2007,10.2166650390625
"48","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl3","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2008,9.84333007812501
"49","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl4","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,1999,9.25000000000003
"50","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl4","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2005,10.0566650390625
"51","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl4","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2007,10.2166650390625
"52","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl4","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2008,9.84333007812501
"53","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl5","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,1999,9.25000000000003
"54","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl5","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2005,10.0566650390625
"55","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl5","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2007,10.2166650390625
"56","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl5","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2008,9.84333007812501
"57","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl6","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,1999,9.25000000000003
"58","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl6","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2005,10.0566650390625
"59","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl6","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2007,10.2166650390625
"60","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl6","ABISKO:ABISKOWET_MULTE",68.20462,18.49582,2008,9.84333007812501
"61","ABISKO:PEATLAND:AA1","ABISKO:PEATLAND",68.358087,18.812886,2000,12.876669921875
"62","ABISKO:PEATLAND:AA1","ABISKO:PEATLAND",68.358087,18.812886,2002,12.6166650390625
"63","ABISKO:PEATLAND:AA1","ABISKO:PEATLAND",68.358087,18.812886,2004,13.11666015625
"64","ABISKO:PEATLAND:AA1","ABISKO:PEATLAND",68.358087,18.812886,2006,13.783330078125
"65","ABISKO:PEATLAND:AA1","ABISKO:PEATLAND",68.358087,18.812886,2008,13.1833349609375
"66","ABISKO:PEATLAND:AA1","ABISKO:PEATLAND",68.358087,18.812886,2013,12.736669921875
"67","ABISKO:PEATLAND:AA2","ABISKO:PEATLAND",68.358087,18.812886,2000,12.876669921875
"68","ABISKO:PEATLAND:AA2","ABISKO:PEATLAND",68.358087,18.812886,2002,12.6166650390625
"69","ABISKO:PEATLAND:AA2","ABISKO:PEATLAND",68.358087,18.812886,2004,13.11666015625
"70","ABISKO:PEATLAND:AA2","ABISKO:PEATLAND",68.358087,18.812886,2006,13.783330078125
"71","ABISKO:PEATLAND:AA2","ABISKO:PEATLAND",68.358087,18.812886,2008,13.1833349609375
"72","ABISKO:PEATLAND:AA2","ABISKO:PEATLAND",68.358087,18.812886,2013,12.736669921875
"73","ABISKO:PEATLAND:AA3","ABISKO:PEATLAND",68.358087,18.812886,2000,12.876669921875
"74","ABISKO:PEATLAND:AA3","ABISKO:PEATLAND",68.358087,18.812886,2002,12.6166650390625
"75","ABISKO:PEATLAND:AA3","ABISKO:PEATLAND",68.358087,18.812886,2004,13.11666015625
"76","ABISKO:PEATLAND:AA3","ABISKO:PEATLAND",68.358087,18.812886,2006,13.783330078125
"77","ABISKO:PEATLAND:AA3","ABISKO:PEATLAND",68.358087,18.812886,2008,13.1833349609375
"78","ABISKO:PEATLAND:AA3","ABISKO:PEATLAND",68.358087,18.812886,2013,12.736669921875
"79","ABISKO:PEATLAND:AA4","ABISKO:PEATLAND",68.358087,18.812886,2000,12.876669921875
"80","ABISKO:PEATLAND:AA4","ABISKO:PEATLAND",68.358087,18.812886,2002,12.6166650390625
"81","ABISKO:PEATLAND:AA4","ABISKO:PEATLAND",68.358087,18.812886,2004,13.11666015625
"82","ABISKO:PEATLAND:AA4","ABISKO:PEATLAND",68.358087,18.812886,2006,13.783330078125
"83","ABISKO:PEATLAND:AA4","ABISKO:PEATLAND",68.358087,18.812886,2008,13.1833349609375
"84","ABISKO:PEATLAND:AA4","ABISKO:PEATLAND",68.358087,18.812886,2013,12.736669921875
"85","ABISKO:PEATLAND:AA5","ABISKO:PEATLAND",68.358087,18.812886,2000,12.876669921875
"86","ABISKO:PEATLAND:AA5","ABISKO:PEATLAND",68.358087,18.812886,2002,12.6166650390625
"87","ABISKO:PEATLAND:AA5","ABISKO:PEATLAND",68.358087,18.812886,2004,13.11666015625
"88","ABISKO:PEATLAND:AA5","ABISKO:PEATLAND",68.358087,18.812886,2006,13.783330078125
"89","ABISKO:PEATLAND:AA5","ABISKO:PEATLAND",68.358087,18.812886,2008,13.1833349609375
"90","ABISKO:PEATLAND:AA5","ABISKO:PEATLAND",68.358087,18.812886,2013,12.736669921875
"91","ABISKO:lower_forest:ALFc1","ABISKO:lower_forest",68.3284,18.8356,1999,11.7166650390625
"92","ABISKO:lower_forest:ALFc1","ABISKO:lower_forest",68.3284,18.8356,2009,12.3433349609375
"93","ABISKO:lower_forest:ALFc2","ABISKO:lower_forest",68.3284,18.8356,1999,11.7166650390625
"94","ABISKO:lower_forest:ALFc2","ABISKO:lower_forest",68.3284,18.8356,2009,12.3433349609375
"95","ABISKO:lower_forest:ALFc3","ABISKO:lower_forest",68.3284,18.8356,1999,11.7166650390625
"96","ABISKO:lower_forest:ALFc3","ABISKO:lower_forest",68.3284,18.8356,2009,12.3433349609375
"97","ABISKO:lower_forest:ALFc4","ABISKO:lower_forest",68.3284,18.8356,1999,11.7166650390625
"98","ABISKO:lower_forest:ALFc4","ABISKO:lower_forest",68.3284,18.8356,2009,12.3433349609375
"99","ABISKO:lower_forest:ALFc5","ABISKO:lower_forest",68.3284,18.8356,1999,11.7166650390625
"100","ABISKO:lower_forest:ALFc5","ABISKO:lower_forest",68.3284,18.8356,2009,12.3433349609375
"101","ABISKO:lower_tundra:ALTc1","ABISKO:lower_tundra",68.3244,18.8417,1999,11.4833349609375
"102","ABISKO:lower_tundra:ALTc1","ABISKO:lower_tundra",68.3244,18.8417,2009,12.1233349609375
"103","ABISKO:lower_tundra:ALTc2","ABISKO:lower_tundra",68.3244,18.8417,1999,11.4833349609375
"104","ABISKO:lower_tundra:ALTc2","ABISKO:lower_tundra",68.3244,18.8417,2009,12.1233349609375
"105","ABISKO:lower_tundra:ALTc3","ABISKO:lower_tundra",68.3244,18.8417,1999,11.4833349609375
"106","ABISKO:lower_tundra:ALTc3","ABISKO:lower_tundra",68.3244,18.8417,2009,12.1233349609375
"107","ABISKO:lower_tundra:ALTc4","ABISKO:lower_tundra",68.3244,18.8417,1999,11.4833349609375
"108","ABISKO:lower_tundra:ALTc4","ABISKO:lower_tundra",68.3244,18.8417,2009,12.1233349609375
"109","ABISKO:lower_tundra:ALTc5","ABISKO:lower_tundra",68.3244,18.8417,1999,11.4833349609375
"110","ABISKO:lower_tundra:ALTc5","ABISKO:lower_tundra",68.3244,18.8417,2009,12.1233349609375
"111","ABISKO:upper_forest:AUFc1","ABISKO:upper_forest",68.3145,18.858,1999,11.136669921875
"112","ABISKO:upper_forest:AUFc1","ABISKO:upper_forest",68.3145,18.858,2009,11.77
"113","ABISKO:upper_forest:AUFc2","ABISKO:upper_forest",68.3145,18.858,2009,11.77
"114","ABISKO:upper_forest:AUFc3","ABISKO:upper_forest",68.3145,18.858,1999,11.136669921875
"115","ABISKO:upper_forest:AUFc3","ABISKO:upper_forest",68.3145,18.858,2009,11.77
"116","ABISKO:upper_forest:AUFc4","ABISKO:upper_forest",68.3145,18.858,2009,11.77
"117","ABISKO:upper_forest:AUFc5","ABISKO:upper_forest",68.3145,18.858,1999,11.136669921875
"118","ABISKO:upper_forest:AUFc5","ABISKO:upper_forest",68.3145,18.858,2009,11.77
"119","ABISKO:upper_tundra:AUTc1","ABISKO:upper_tundra",68.3133,18.863,1999,11.0633349609375
"120","ABISKO:upper_tundra:AUTc1","ABISKO:upper_tundra",68.3133,18.863,2009,11.716669921875
"121","ABISKO:upper_tundra:AUTc2","ABISKO:upper_tundra",68.3133,18.863,1999,11.0633349609375
"122","ABISKO:upper_tundra:AUTc2","ABISKO:upper_tundra",68.3133,18.863,2009,11.716669921875
"123","ABISKO:upper_tundra:AUTc3","ABISKO:upper_tundra",68.3133,18.863,1999,11.0633349609375
"124","ABISKO:upper_tundra:AUTc3","ABISKO:upper_tundra",68.3133,18.863,2009,11.716669921875
"125","ABISKO:upper_tundra:AUTc4","ABISKO:upper_tundra",68.3133,18.863,1999,11.0633349609375
"126","ABISKO:upper_tundra:AUTc4","ABISKO:upper_tundra",68.3133,18.863,2009,11.716669921875
"127","ABISKO:upper_tundra:AUTc5","ABISKO:upper_tundra",68.3133,18.863,1999,11.0633349609375
"128","ABISKO:upper_tundra:AUTc5","ABISKO:upper_tundra",68.3133,18.863,2009,11.716669921875
"129","ADVENT:ADVENT_1:1_ME_CTL_A","ADVENT:ADVENT_1",78.174119,16.018237,2016,5.38333740234375
"130","ADVENT:ADVENT_1:1_ME_CTL_A","ADVENT:ADVENT_1",78.174119,16.018237,2017,6.01667480468751
"131","ADVENT:ADVENT_1:1_ME_CTL_B","ADVENT:ADVENT_1",78.174119,16.018237,2016,5.38333740234375
"132","ADVENT:ADVENT_1:1_ME_CTL_B","ADVENT:ADVENT_1",78.174119,16.018237,2017,6.01667480468751
"133","ADVENT:ADVENT_1:1_MO_CTL_A","ADVENT:ADVENT_1",78.174119,16.018237,2016,5.38333740234375
"134","ADVENT:ADVENT_1:1_MO_CTL_A","ADVENT:ADVENT_1",78.174119,16.018237,2017,6.01667480468751
"135","ADVENT:ADVENT_1:1_MO_CTL_B","ADVENT:ADVENT_1",78.174119,16.018237,2016,5.38333740234375
"136","ADVENT:ADVENT_1:1_MO_CTL_B","ADVENT:ADVENT_1",78.174119,16.018237,2017,6.01667480468751
"137","ADVENT:ADVENT_1:1_WE_CTL_A","ADVENT:ADVENT_1",78.174119,16.018237,2016,5.38333740234375
"138","ADVENT:ADVENT_1:1_WE_CTL_A","ADVENT:ADVENT_1",78.174119,16.018237,2017,6.01667480468751
"139","ADVENT:ADVENT_1:1_WE_CTL_B","ADVENT:ADVENT_1",78.174119,16.018237,2016,5.38333740234375
"140","ADVENT:ADVENT_1:1_WE_CTL_B","ADVENT:ADVENT_1",78.174119,16.018237,2017,6.01667480468751
"141","ADVENT:ADVENT_2:2_ME_CTL_A","ADVENT:ADVENT_2",78.17192,16.021313,2016,5.38333740234375
"142","ADVENT:ADVENT_2:2_ME_CTL_A","ADVENT:ADVENT_2",78.17192,16.021313,2017,6.01667480468751
"143","ADVENT:ADVENT_2:2_ME_CTL_B","ADVENT:ADVENT_2",78.17192,16.021313,2016,5.38333740234375
"144","ADVENT:ADVENT_2:2_ME_CTL_B","ADVENT:ADVENT_2",78.17192,16.021313,2017,6.01667480468751
"145","ADVENT:ADVENT_2:2_MO_CTL_A","ADVENT:ADVENT_2",78.17192,16.021313,2016,5.38333740234375
"146","ADVENT:ADVENT_2:2_MO_CTL_A","ADVENT:ADVENT_2",78.17192,16.021313,2017,6.01667480468751
"147","ADVENT:ADVENT_2:2_MO_CTL_B","ADVENT:ADVENT_2",78.17192,16.021313,2016,5.38333740234375
"148","ADVENT:ADVENT_2:2_MO_CTL_B","ADVENT:ADVENT_2",78.17192,16.021313,2017,6.01667480468751
"149","ADVENT:ADVENT_2:2_WE_CTL_A","ADVENT:ADVENT_2",78.17192,16.021313,2016,5.38333740234375
"150","ADVENT:ADVENT_2:2_WE_CTL_A","ADVENT:ADVENT_2",78.17192,16.021313,2017,6.01667480468751
"151","ADVENT:ADVENT_2:2_WE_CTL_B","ADVENT:ADVENT_2",78.17192,16.021313,2016,5.38333740234375
"152","ADVENT:ADVENT_2:2_WE_CTL_B","ADVENT:ADVENT_2",78.17192,16.021313,2017,6.01667480468751
"153","ADVENT:ADVENT_3:3_ME_CTL_A","ADVENT:ADVENT_3",78.171112,16.029034,2016,5.38333740234375
"154","ADVENT:ADVENT_3:3_ME_CTL_A","ADVENT:ADVENT_3",78.171112,16.029034,2017,6.01667480468751
"155","ADVENT:ADVENT_3:3_ME_CTL_B","ADVENT:ADVENT_3",78.171112,16.029034,2016,5.38333740234375
"156","ADVENT:ADVENT_3:3_ME_CTL_B","ADVENT:ADVENT_3",78.171112,16.029034,2017,6.01667480468751
"157","ADVENT:ADVENT_3:3_MO_CTL_A","ADVENT:ADVENT_3",78.171112,16.029034,2016,5.38333740234375
"158","ADVENT:ADVENT_3:3_MO_CTL_A","ADVENT:ADVENT_3",78.171112,16.029034,2017,6.01667480468751
"159","ADVENT:ADVENT_3:3_MO_CTL_B","ADVENT:ADVENT_3",78.171112,16.029034,2016,5.38333740234375
"160","ADVENT:ADVENT_3:3_WE_CTL_A","ADVENT:ADVENT_3",78.171112,16.029034,2016,5.38333740234375
"161","ADVENT:ADVENT_3:3_WE_CTL_A","ADVENT:ADVENT_3",78.171112,16.029034,2017,6.01667480468751
"162","ADVENT:ADVENT_3:3_WE_CTL_B","ADVENT:ADVENT_3",78.171112,16.029034,2016,5.38333740234375
"163","ADVENT:ADVENT_3:3_WE_CTL_B","ADVENT:ADVENT_3",78.171112,16.029034,2017,6.01667480468751
"164","ADVENT:ADVENT_4:4_ME_CTL_A","ADVENT:ADVENT_4",78.168357,16.054887,2016,5.38333740234375
"165","ADVENT:ADVENT_4:4_ME_CTL_A","ADVENT:ADVENT_4",78.168357,16.054887,2017,6.01667480468751
"166","ADVENT:ADVENT_4:4_ME_CTL_B","ADVENT:ADVENT_4",78.168357,16.054887,2016,5.38333740234375
"167","ADVENT:ADVENT_4:4_ME_CTL_B","ADVENT:ADVENT_4",78.168357,16.054887,2017,6.01667480468751
"168","ADVENT:ADVENT_4:4_MO_CTL_A","ADVENT:ADVENT_4",78.168357,16.054887,2016,5.38333740234375
"169","ADVENT:ADVENT_4:4_MO_CTL_A","ADVENT:ADVENT_4",78.168357,16.054887,2017,6.01667480468751
"170","ADVENT:ADVENT_4:4_MO_CTL_B","ADVENT:ADVENT_4",78.168357,16.054887,2016,5.38333740234375
"171","ADVENT:ADVENT_4:4_MO_CTL_B","ADVENT:ADVENT_4",78.168357,16.054887,2017,6.01667480468751
"172","ADVENT:ADVENT_5:5_ME_CTL_A","ADVENT:ADVENT_5",78.170617,16.052656,2016,5.38333740234375
"173","ADVENT:ADVENT_5:5_ME_CTL_A","ADVENT:ADVENT_5",78.170617,16.052656,2017,6.01667480468751
"174","ADVENT:ADVENT_5:5_ME_CTL_B","ADVENT:ADVENT_5",78.170617,16.052656,2016,5.38333740234375
"175","ADVENT:ADVENT_5:5_ME_CTL_B","ADVENT:ADVENT_5",78.170617,16.052656,2017,6.01667480468751
"176","ADVENT:ADVENT_5:5_MO_CTL_A","ADVENT:ADVENT_5",78.170617,16.052656,2016,5.38333740234375
"177","ADVENT:ADVENT_5:5_MO_CTL_A","ADVENT:ADVENT_5",78.170617,16.052656,2017,6.01667480468751
"178","ADVENT:ADVENT_5:5_MO_CTL_B","ADVENT:ADVENT_5",78.170617,16.052656,2016,5.38333740234375
"179","ADVENT:ADVENT_5:5_MO_CTL_B","ADVENT:ADVENT_5",78.170617,16.052656,2017,6.01667480468751
"180","ADVENT:ADVENT_5:5_WE_CTL_A","ADVENT:ADVENT_5",78.170617,16.052656,2016,5.38333740234375
"181","ADVENT:ADVENT_5:5_WE_CTL_A","ADVENT:ADVENT_5",78.170617,16.052656,2017,6.01667480468751
"182","ADVENT:ADVENT_5:5_WE_CTL_B","ADVENT:ADVENT_5",78.170617,16.052656,2016,5.38333740234375
"183","ADVENT:ADVENT_5:5_WE_CTL_B","ADVENT:ADVENT_5",78.170617,16.052656,2017,6.01667480468751
"184","ADVENT:ADVENT_6:6_ME_CTL_A","ADVENT:ADVENT_6",78.171784,16.061398,2016,5.38333740234375
"185","ADVENT:ADVENT_6:6_ME_CTL_A","ADVENT:ADVENT_6",78.171784,16.061398,2017,6.01667480468751
"186","ADVENT:ADVENT_6:6_ME_CTL_B","ADVENT:ADVENT_6",78.171784,16.061398,2016,5.38333740234375
"187","ADVENT:ADVENT_6:6_ME_CTL_B","ADVENT:ADVENT_6",78.171784,16.061398,2017,6.01667480468751
"188","ADVENT:ADVENT_6:6_MO_CTL_A","ADVENT:ADVENT_6",78.171784,16.061398,2016,5.38333740234375
"189","ADVENT:ADVENT_6:6_MO_CTL_A","ADVENT:ADVENT_6",78.171784,16.061398,2017,6.01667480468751
"190","ADVENT:ADVENT_6:6_MO_CTL_B","ADVENT:ADVENT_6",78.171784,16.061398,2016,5.38333740234375
"191","ADVENT:ADVENT_6:6_MO_CTL_B","ADVENT:ADVENT_6",78.171784,16.061398,2017,6.01667480468751
"192","ADVENT:ADVENT_6:6_WE_CTL_A","ADVENT:ADVENT_6",78.171784,16.061398,2017,6.01667480468751
"193","ADVENT:ADVENT_6:6_WE_CTL_B","ADVENT:ADVENT_6",78.171784,16.061398,2016,5.38333740234375
"194","ADVENT:ADVENT_6:6_WE_CTL_B","ADVENT:ADVENT_6",78.171784,16.061398,2017,6.01667480468751
"195","ADVENT:ADVENT_7:7_ME_CTL_A","ADVENT:ADVENT_7",78.172873,16.067786,2016,5.38333740234375
"196","ADVENT:ADVENT_7:7_ME_CTL_A","ADVENT:ADVENT_7",78.172873,16.067786,2017,6.01667480468751
"197","ADVENT:ADVENT_7:7_ME_CTL_B","ADVENT:ADVENT_7",78.172873,16.067786,2016,5.38333740234375
"198","ADVENT:ADVENT_7:7_ME_CTL_B","ADVENT:ADVENT_7",78.172873,16.067786,2017,6.01667480468751
"199","ADVENT:ADVENT_7:7_MO_CTL_A","ADVENT:ADVENT_7",78.172873,16.067786,2016,5.38333740234375
"200","ADVENT:ADVENT_7:7_MO_CTL_A","ADVENT:ADVENT_7",78.172873,16.067786,2017,6.01667480468751
"201","ADVENT:ADVENT_7:7_MO_CTL_B","ADVENT:ADVENT_7",78.172873,16.067786,2016,5.38333740234375
"202","ADVENT:ADVENT_7:7_MO_CTL_B","ADVENT:ADVENT_7",78.172873,16.067786,2017,6.01667480468751
"203","ADVENT:ADVENT_7:7_WE_CTL_A","ADVENT:ADVENT_7",78.172873,16.067786,2016,5.38333740234375
"204","ADVENT:ADVENT_7:7_WE_CTL_A","ADVENT:ADVENT_7",78.172873,16.067786,2017,6.01667480468751
"205","ADVENT:ADVENT_7:7_WE_CTL_B","ADVENT:ADVENT_7",78.172873,16.067786,2016,5.38333740234375
"206","ADVENT:ADVENT_7:7_WE_CTL_B","ADVENT:ADVENT_7",78.172873,16.067786,2017,6.01667480468751
"207","AKUREYRI:GA66:651","AKUREYRI:GA66",65.59293,-17.97208,2015,8.73888346354169
"208","AKUREYRI:GA66:652","AKUREYRI:GA66",65.59293,-17.97208,2015,8.73888346354169
"209","AKUREYRI:GA66:653","AKUREYRI:GA66",65.59293,-17.97208,2015,8.73888346354169
"210","AKUREYRI:GA66:654","AKUREYRI:GA66",65.59293,-17.97208,2015,8.73888346354169
"211","AKUREYRI:GA66:655","AKUREYRI:GA66",65.59293,-17.97208,2015,8.73888346354169
"212","AKUREYRI:GA66:656","AKUREYRI:GA66",65.59293,-17.97208,2015,8.73888346354169
"213","AKUREYRI:GA66:657","AKUREYRI:GA66",65.59293,-17.97208,2015,8.73888346354169
"214","AKUREYRI:GA66:658","AKUREYRI:GA66",65.59293,-17.97208,2015,8.73888346354169
"215","AKUREYRI:GA66:659","AKUREYRI:GA66",65.59293,-17.97208,2015,8.73888346354169
"216","AKUREYRI:GA66:660","AKUREYRI:GA66",65.59293,-17.97208,2015,8.73888346354169
"217","AKUREYRI:HR58:571","AKUREYRI:HR58",65.56427,-18.1559,2015,9.03888346354171
"218","AKUREYRI:HR58:572","AKUREYRI:HR58",65.56427,-18.1559,2015,9.03888346354171
"219","AKUREYRI:HR58:573","AKUREYRI:HR58",65.56427,-18.1559,2015,9.03888346354171
"220","AKUREYRI:HR58:574","AKUREYRI:HR58",65.56427,-18.1559,2015,9.03888346354171
"221","AKUREYRI:HR58:575","AKUREYRI:HR58",65.56427,-18.1559,2015,9.03888346354171
"222","AKUREYRI:HR58:576","AKUREYRI:HR58",65.56427,-18.1559,2015,9.03888346354171
"223","AKUREYRI:HR58:577","AKUREYRI:HR58",65.56427,-18.1559,2015,9.03888346354171
"224","AKUREYRI:HR58:578","AKUREYRI:HR58",65.56427,-18.1559,2015,9.03888346354171
"225","AKUREYRI:HR58:579","AKUREYRI:HR58",65.56427,-18.1559,2015,9.03888346354171
"226","AKUREYRI:HR58:580","AKUREYRI:HR58",65.56427,-18.1559,2015,9.03888346354171
"227","AKUREYRI:MD72:711","AKUREYRI:MD72",65.51392,-18.0768,2015,9.79444986979168
"228","AKUREYRI:MD72:712","AKUREYRI:MD72",65.51392,-18.0768,2015,9.79444986979168
