FID,MA_tmp,MA_prp,Tundra
5368,11.8497,103,OtherBiomes
5369,13.6653004,46.1666985,OtherBiomes
5370,13.6662998,104.0830002,OtherBiomes
5371,13.9719,102.1669998,OtherBiomes
5372,-8.3118296,4.4166698,OtherBiomes
5373,8.9732504,39.1666985,OtherBiomes
5374,18.8547001,19.4167004,OtherBiomes
5375,13.7783003,26.25,OtherBiomes
5376,13.6348,100.5830002,OtherBiomes
5377,8.9667501,40.1666985,OtherBiomes
5378,11.8031998,107.6669998,OtherBiomes
5379,17.0268002,58.25,OtherBiomes
5380,12.9511003,98.75,OtherBiomes
5381,-12.7077999,5.5833302,OtherBiomes
5382,15.6763,84.8332977,OtherBiomes
5383,10.4183998,99.3332977,OtherBiomes
5384,1.4365,6.1666698,OtherBiomes
5385,20.9682999,37.0833015,OtherBiomes
5386,8.6373301,25.5832996,OtherBiomes
5387,6.1047502,72.1667023,OtherBiomes
5388,1.5748301,37.3333015,OtherBiomes
5389,14.4682999,110.8330002,OtherBiomes
5390,3.4379201,32.5,OtherBiomes
5391,12.5503998,58.8333015,OtherBiomes
5392,-0.96025,19.9167004,OtherBiomes
5393,9.5194998,48.8333015,OtherBiomes
5394,-2.74017,76.6667023,OtherBiomes
5395,-2.2955,29.5832996,OtherBiomes
5396,14.8312998,31.5832996,OtherBiomes
5397,15.9792004,102.0830002,OtherBiomes
5398,14.5199003,72.25,OtherBiomes
5399,14.2981005,120.75,OtherBiomes
5400,11.3710003,105.9169998,OtherBiomes
5401,-7.5652499,16.0832996,OtherBiomes
5402,19.1562996,8.25,OtherBiomes
5403,15.3968,110.25,OtherBiomes
5404,5.4358301,43.1666985,OtherBiomes
5405,-5.3024201,25,OtherBiomes
5406,-8.1945801,19.5832996,OtherBiomes
5407,-7.02,7,OtherBiomes
5408,6.1257501,62.75,OtherBiomes
5409,17.906601,39,OtherBiomes
5410,18.0890999,26.5832996,OtherBiomes
5411,-2.70783,45.3333015,OtherBiomes
5412,6.9821701,33.25,OtherBiomes
5413,16.1697998,49,OtherBiomes
5414,-6.3596702,33.3333015,OtherBiomes
5415,-3.2553301,31,OtherBiomes
5416,-5.0991702,19.8332996,OtherBiomes
5417,12.1796999,64.25,OtherBiomes
5418,-5.8604999,6.0833302,OtherBiomes
5419,13.1113005,65,OtherBiomes
5420,15.8908005,101.5830002,OtherBiomes
5421,11.9685001,54.9166985,OtherBiomes
5422,19.6802998,24.1667004,OtherBiomes
5423,9.62292,55.0833015,OtherBiomes
5424,12.7729998,59.75,OtherBiomes
5425,17.4591999,9.9166698,OtherBiomes
5426,15.6993999,31.5,OtherBiomes
5427,17.9598007,60,OtherBiomes
5428,12.8337002,16,OtherBiomes
5429,15.3507004,95.5832977,OtherBiomes
5430,14.4057999,90.0832977,OtherBiomes
5431,11.4245996,96,OtherBiomes
5432,14.4450998,92.8332977,OtherBiomes
5433,6.9107499,37.8333015,OtherBiomes
5434,21.6308002,27.4167004,OtherBiomes
5435,-7.3563299,17.6667004,OtherBiomes
5436,3.0420799,24.3332996,OtherBiomes
5437,8.61483,45.4166985,OtherBiomes
5438,17.2234001,69.3332977,OtherBiomes
5439,10.1365995,49.6666985,OtherBiomes
5440,6.8959198,165.0829926,OtherBiomes
5441,19.844101,13.5832996,OtherBiomes
5442,-6.4084201,29.0832996,OtherBiomes
5443,17.1518993,49.3333015,OtherBiomes
5444,14.4350004,51.25,OtherBiomes
5445,16.0741997,18,OtherBiomes
5446,13.8523998,115.3330002,OtherBiomes
5447,16.7388,15.4167004,OtherBiomes
5448,21.309,27.1667004,OtherBiomes
5449,-5.37958,79.0832977,OtherBiomes
5450,-9.2521696,22,OtherBiomes
5451,13.4808998,16,OtherBiomes
5452,6.6515002,38.5833015,OtherBiomes
5453,-8.3841696,15.9167004,OtherBiomes
5454,9.0789204,33.9166985,OtherBiomes
5455,14.1440001,113.8330002,OtherBiomes
5456,-2.8566699,13.75,OtherBiomes
5457,12.5063,60.8333015,OtherBiomes
5458,-4.4865799,58.25,OtherBiomes
5459,17.3276997,16.25,OtherBiomes
5460,14.9816999,29.4167004,OtherBiomes
5461,2.7534201,21.4167004,OtherBiomes
5462,-7.21175,53.9166985,OtherBiomes
5463,-9.0522499,7.5,OtherBiomes
5464,18.2933006,40.5,OtherBiomes
5465,18.9871006,17.75,OtherBiomes
5466,14.7658997,116.0830002,OtherBiomes
5467,1.89633,2.9166701,OtherBiomes
5468,14.5411997,104.1669998,OtherBiomes
5469,21.1933002,6.5833302,OtherBiomes
5470,21.1177006,34.9166985,OtherBiomes
5471,15.7959003,98.4167023,OtherBiomes
5472,14.9962997,119.1669998,OtherBiomes
5473,16.1315994,56.9166985,OtherBiomes
5474,22.4556007,11.1667004,OtherBiomes
5475,16.1821003,105,OtherBiomes
5476,-7.5401702,3.6666701,OtherBiomes
5477,9.3015804,52.3333015,OtherBiomes
5478,14.2480001,60.5,OtherBiomes
5479,16.0813007,85.75,OtherBiomes
5480,14.1826,36.9166985,OtherBiomes
5481,14.7466002,119.4169998,OtherBiomes
5482,17.9465008,9,OtherBiomes
5483,20.7040005,12.3332996,OtherBiomes
5484,23.1707001,20.3332996,OtherBiomes
5485,16.5778999,69.3332977,OtherBiomes
5486,-5.9978299,41.6666985,OtherBiomes
5487,12.3706999,22.8332996,OtherBiomes
5488,-7.7095799,8.3333302,OtherBiomes
5489,20.6667004,10.75,OtherBiomes
5490,17.1065998,110,OtherBiomes
5491,18.1551991,43.3333015,OtherBiomes
5492,12.1258001,112.75,OtherBiomes
5493,18.1865005,16,OtherBiomes
5494,13.8332996,130.1670074,OtherBiomes
5495,16.8885002,26.3332996,OtherBiomes
5496,19.5403004,15.8332996,OtherBiomes
5497,12.8787003,16.75,OtherBiomes
5498,18.5265999,10.9167004,OtherBiomes
5499,10.3950005,31.75,OtherBiomes
5500,14.3372002,139.4170074,OtherBiomes
5501,10.0641003,24.5832996,OtherBiomes
5502,-0.367833,48.25,OtherBiomes
5503,1.73083,27.5832996,OtherBiomes
5504,15.9307003,105,OtherBiomes
5505,11.4467001,31.6667004,OtherBiomes
5506,14.9104996,30.3332996,OtherBiomes
5507,21.5130005,13.1667004,OtherBiomes
5508,10.5698996,38,OtherBiomes
5509,17.0711994,29.6667004,OtherBiomes
5510,-2.8805799,53.9166985,OtherBiomes
5511,16.5258007,21.5,OtherBiomes
5512,20.5377998,9.3333302,OtherBiomes
5513,14.5098,35.6666985,OtherBiomes
5514,15.8800001,111.5830002,OtherBiomes
5515,12.3327999,48.5833015,OtherBiomes
5516,13.3696003,118.5,OtherBiomes
5517,-8.1794205,7.8333302,OtherBiomes
5518,-5.6286702,26,OtherBiomes
5519,16.7856007,109.4169998,OtherBiomes
5520,17.5172997,36.0833015,OtherBiomes
5521,0.823583,38.5,OtherBiomes
5522,-4.7094998,30.4167004,OtherBiomes
5523,17.2138004,35.9166985,OtherBiomes
5524,14.4252996,56.5833015,OtherBiomes
5525,18.6177998,17.75,OtherBiomes
5526,5.8007498,48.75,OtherBiomes
5527,19.2583008,20.75,OtherBiomes
5528,13.9568996,58.25,OtherBiomes
5529,12.5829,22.25,OtherBiomes
5530,1.4480799,48.0833015,OtherBiomes
5531,-8.5600796,4.5833302,OtherBiomes
5532,10.7208996,26.5832996,OtherBiomes
5533,15.0389996,142.25,OtherBiomes
5534,16.4785004,106.75,OtherBiomes
5535,3.4498301,24.1667004,OtherBiomes
5536,13.1168003,37.5,OtherBiomes
5537,-8.9959202,7.6666698,OtherBiomes
5538,15.5733995,124.5830002,OtherBiomes
5539,-6.5034199,19.0832996,OtherBiomes
5540,2.2608299,51.25,OtherBiomes
5541,18.8278999,14.4167004,OtherBiomes
5542,14.4945002,56.5,OtherBiomes
5543,16.6602001,20.6667004,OtherBiomes
5544,17.5321007,86,OtherBiomes
5545,13.3292999,18.9167004,OtherBiomes
5546,18.7187004,8.75,OtherBiomes
5547,3.86658,26.3332996,OtherBiomes
5548,16.2945995,115.8330002,OtherBiomes
5549,16.0146999,22.0832996,OtherBiomes
5550,-7.53158,12.0832996,OtherBiomes
5551,16.1271,21.0832996,OtherBiomes
5552,14.1455002,44.25,OtherBiomes
5553,15.3017998,80,OtherBiomes
5554,18.3771992,13.5,OtherBiomes
5555,21.4787998,8.8333302,OtherBiomes
5556,12.9357004,68.5,OtherBiomes
5557,-3.5374999,52.5,OtherBiomes
5558,17.4477005,117.4169998,OtherBiomes
5559,14.5657997,120.0830002,OtherBiomes
5560,21.5447998,9.0833302,OtherBiomes
5561,22.7504997,27.0832996,OtherBiomes
5562,17.9687004,19.3332996,OtherBiomes
5563,14.8999996,121.9169998,OtherBiomes
5564,19.1982994,18.6667004,OtherBiomes
5565,13.3498001,133.25,OtherBiomes
5566,2.2386701,71.8332977,OtherBiomes
5567,15.2911997,21.3332996,OtherBiomes
5568,15.6704998,24.0832996,OtherBiomes
5569,19.4608002,9.75,OtherBiomes
5570,15.6587,63.8333015,OtherBiomes
5571,11.4893999,27.6667004,OtherBiomes
5572,15.6192999,20.5,OtherBiomes
5573,17.0884991,82.3332977,OtherBiomes
5574,-13.1464996,9.0833302,OtherBiomes
5575,14.1676998,131.9170074,OtherBiomes
5576,16.743,20.5832996,OtherBiomes
5577,16.7479992,112.1669998,OtherBiomes
5578,19.5823002,13.25,OtherBiomes
5579,11.0078001,27.25,OtherBiomes
5580,16.8215008,8.1666698,OtherBiomes
5581,16.4183006,107.3330002,OtherBiomes
5582,3.04,23,OtherBiomes
5583,15.5222998,98.8332977,OtherBiomes
5584,8.7716703,72.0832977,OtherBiomes
5585,14.2131996,127.5830002,OtherBiomes
5586,11.6827002,24,OtherBiomes
5587,14.7140999,52.9166985,OtherBiomes
5588,-7.7455802,26.5832996,OtherBiomes
5589,20.3185997,14.4167004,OtherBiomes
5590,13.7666998,30,OtherBiomes
5591,9.5151701,49.5833015,OtherBiomes
5592,16.1618004,96.1667023,OtherBiomes
5593,15.3257999,119.1669998,OtherBiomes
5594,-8.665,3.8333299,OtherBiomes
5595,10.3227997,18.5832996,OtherBiomes
5596,-11.4512997,9.9166698,OtherBiomes
5597,-10.8441,7,OtherBiomes
5598,19.7182999,10.5,OtherBiomes
5599,-9.5737495,4.25,OtherBiomes
5600,14.1898003,55.75,OtherBiomes
5601,2.59408,53.5833015,OtherBiomes
5602,13.7758999,47.0833015,OtherBiomes
5603,15.7381001,111.75,OtherBiomes
5604,13.8900995,44.0833015,OtherBiomes
5605,-5.8236699,25.9167004,OtherBiomes
5606,15.3597002,22.4167004,OtherBiomes
5607,16.4531994,43.4166985,OtherBiomes
5608,16.6362,100.6669998,OtherBiomes
5609,18.7805996,18.25,OtherBiomes
5610,20.2686996,15.5,OtherBiomes
5611,13.3945999,36.5,OtherBiomes
5612,14.6903,58.3333015,OtherBiomes
5613,15.3599005,123.0830002,OtherBiomes
5614,12.7487001,63.4166985,OtherBiomes
5615,17.0582008,120.25,OtherBiomes
5616,14.9242001,60.6666985,OtherBiomes
5617,23.4333,17.8332996,OtherBiomes
5618,4.64292,24,OtherBiomes
5619,21.8181,6.1666698,OtherBiomes
5620,14.9244003,23.25,OtherBiomes
5621,20.0118999,9.9166698,OtherBiomes
5622,22.2933006,13.8332996,OtherBiomes
5623,15.0986004,56.8333015,OtherBiomes
5624,14.9238997,58.9166985,OtherBiomes
5625,-2.4986701,46.1666985,OtherBiomes
5626,21.2956009,19,OtherBiomes
5627,15.3751001,73.75,OtherBiomes
5628,15.0937996,66.3332977,OtherBiomes
5629,-8.4134998,7.6666698,OtherBiomes
5630,21.8197002,6,OtherBiomes
5631,20.0086002,35.4166985,OtherBiomes
5632,20.0627003,18.0832996,OtherBiomes
5633,-0.889417,58.1666985,OtherBiomes
5634,14.2772999,20.75,OtherBiomes
5635,17.4703007,114.25,OtherBiomes
5636,15.4224997,41,OtherBiomes
5637,19.4342003,8.1666698,OtherBiomes
5638,-6.26858,27.4167004,OtherBiomes
5639,22.6459999,41.3333015,OtherBiomes
5640,17.7311001,6.75,OtherBiomes
5641,14.9127998,28.3332996,OtherBiomes
5642,16.6882,120.3330002,OtherBiomes
5643,15.2021999,59.25,OtherBiomes
5644,-5.5773301,41.4166985,OtherBiomes
5645,-10.6197004,22.0832996,OtherBiomes
5646,22.5048008,7.25,OtherBiomes
5647,19.1592999,10.1667004,OtherBiomes
5648,23.5914993,6.8333302,OtherBiomes
5649,8.5893297,16.6667004,OtherBiomes
5650,2.5121701,59.9166985,OtherBiomes
5651,19.7213001,9.75,OtherBiomes
5652,23.1968002,10.25,OtherBiomes
5653,18.2485008,14.3332996,OtherBiomes
5654,21.0181999,7.3333302,OtherBiomes
5655,-5.1789198,35.9166985,OtherBiomes
5656,3.46292,22.5832996,OtherBiomes
5657,14.2426004,34.5,OtherBiomes
5658,16.6867008,122.4169998,OtherBiomes
5659,15.4659004,67.25,OtherBiomes
5660,16.5536003,186.0829926,OtherBiomes
5661,16.4662991,38.0833015,OtherBiomes
5662,-2.92383,12.5832996,OtherBiomes
5663,-7.9250002,43.75,OtherBiomes
5664,15.2003002,11.5,OtherBiomes
5665,12.2404003,35,OtherBiomes
5666,8.2985001,64.3332977,OtherBiomes
5667,17.9521999,130.8329926,OtherBiomes
5668,16.4232006,118.9169998,OtherBiomes
5669,11.6807003,17.4167004,OtherBiomes
5670,10.6933002,17.6667004,OtherBiomes
5671,14.9174004,71.3332977,OtherBiomes
5672,16.8493004,36.3333015,OtherBiomes
5673,2.7832501,27.3332996,OtherBiomes
5674,8.4613304,20.0832996,OtherBiomes
5675,17.5865993,8.1666698,OtherBiomes
5676,11.8469,13.5,OtherBiomes
5677,17.3197002,116.75,OtherBiomes
5678,13.8968,69.3332977,OtherBiomes
5679,16.8078995,122.3330002,OtherBiomes
5680,15.4082003,77.8332977,OtherBiomes
5681,11.1188002,67.9167023,OtherBiomes
5682,3.6468301,22.9167004,OtherBiomes
5683,-5.6732502,46.75,OtherBiomes
5684,-5.954,34,OtherBiomes
5685,16.4549007,114.25,OtherBiomes
5686,17.2180004,113,OtherBiomes
5687,18.2518997,11.1667004,OtherBiomes
5688,15.0939999,77.5,OtherBiomes
5689,14.1035004,24.0832996,OtherBiomes
5690,-3.68875,46.3333015,OtherBiomes
5691,22.2173004,4.75,OtherBiomes
5692,-12.6875,8.3333302,OtherBiomes
5693,21.6061993,5.75,OtherBiomes
5694,21.3761005,9.6666698,OtherBiomes
5695,20.3736,11.0832996,OtherBiomes
5696,21.5860996,9.8333302,OtherBiomes
5697,3.43167,33.1666985,OtherBiomes
5698,14.1712999,68.4167023,OtherBiomes
5699,18.8647003,9.25,OtherBiomes
5700,11.3169003,65.5832977,OtherBiomes
5701,14.6688995,69.3332977,OtherBiomes
5702,15.4722004,64.8332977,OtherBiomes
5703,16.8108997,120.8330002,OtherBiomes
5704,23.1492996,9.0833302,OtherBiomes
5705,16.9232998,13.75,OtherBiomes
5706,21.1257,10.5,OtherBiomes
5707,13.8137999,20.3332996,OtherBiomes
5708,15.4108,19.9167004,OtherBiomes
5709,-8.3671703,28,OtherBiomes
5710,14.6997004,32.9166985,OtherBiomes
5711,16.3931007,148,OtherBiomes
5712,14.2437,34.9166985,OtherBiomes
5713,21.5466995,24.3332996,OtherBiomes
5714,17.8103008,98.0832977,OtherBiomes
5715,15.8936996,45.75,OtherBiomes
5716,14.9607,78.9167023,OtherBiomes
5717,14.6379004,60.4166985,OtherBiomes
5718,12.4820004,17.6667004,OtherBiomes
5719,22.8111992,8.25,OtherBiomes
5720,-2.04333,5.0833302,OtherBiomes
5721,17.5242004,53.25,OtherBiomes
5722,16.4580002,38.3333015,OtherBiomes
5723,22.0620995,27.1667004,OtherBiomes
5724,15.6351004,46.75,OtherBiomes
5725,-0.387417,5,OtherBiomes
5726,17.8980007,83.3332977,OtherBiomes
5727,10.1302004,17.3332996,OtherBiomes
5728,-4.5942502,41.1666985,OtherBiomes
5729,13.1351995,26.3332996,OtherBiomes
5730,17.5482998,101.4169998,OtherBiomes
5731,18.1446991,80.6667023,OtherBiomes
5732,20.3535004,12.0832996,OtherBiomes
5733,2.1406701,67.25,OtherBiomes
5734,9.4618301,62.6666985,OtherBiomes
5735,-5.9899998,21.4167004,OtherBiomes
5736,14.8059998,14.75,OtherBiomes
5737,-1.05375,51.5,OtherBiomes
5738,16.2807999,15.0832996,OtherBiomes
5739,-3.59392,4.9166698,OtherBiomes
5740,17.5667,65.8332977,OtherBiomes
5741,0.4385,57.25,OtherBiomes
5742,-5.4415002,5.0833302,OtherBiomes
5743,-2.0973301,51.5,OtherBiomes
5744,16.7005997,112,OtherBiomes
5745,-3.51158,12.8332996,OtherBiomes
5746,17.6938,35.5,OtherBiomes
5747,15.9334002,20.25,OtherBiomes
5748,11.5787001,35.5,OtherBiomes
5749,18.1912003,10.8332996,OtherBiomes
5750,17.3246994,106.3330002,OtherBiomes
5751,15.3758001,74.8332977,OtherBiomes
5752,-6.0128298,8.8333302,OtherBiomes
5753,12.1470003,69.3332977,OtherBiomes
5754,21.7427006,5.75,OtherBiomes
5755,18.9186993,9,OtherBiomes
5756,17.5720005,62,OtherBiomes
5757,19.8621998,151.5,OtherBiomes
5758,12.5776997,76.8332977,OtherBiomes
5759,17.7343006,119.1669998,OtherBiomes
5760,17.9461994,24.1667004,OtherBiomes
5761,-1.61192,5.5833302,OtherBiomes
5762,19.6152992,8.4166698,OtherBiomes
5763,24.5769005,10.0832996,OtherBiomes
5764,22.1364994,5.4166698,OtherBiomes
5765,14.9780998,17.6667004,OtherBiomes
5766,21.0216007,7.4166698,OtherBiomes
5767,-4.6989999,23.1667004,OtherBiomes
5768,18.4477997,101.75,OtherBiomes
5769,-1.0795,52.8333015,OtherBiomes
5770,23.0382004,6.4166698,OtherBiomes
5771,21.3178005,7.25,OtherBiomes
5772,24.4463005,25.6667004,OtherBiomes
5773,18.7807999,71.5,OtherBiomes
5774,22.9687996,6.0833302,OtherBiomes
5775,20.5610008,8.1666698,OtherBiomes
5776,17.8372993,67.3332977,OtherBiomes
5777,-5.138,41,OtherBiomes
5778,24.8297997,33.1666985,OtherBiomes
5779,15.7163,88.0832977,OtherBiomes
5780,15.2754002,20.3332996,OtherBiomes
5781,-6.2775798,17.6667004,OtherBiomes
5782,14.7826996,82.5832977,OtherBiomes
5783,20.7912998,6.5833302,OtherBiomes
5784,19.9410992,26.5,OtherBiomes
5785,18.7977009,98.8332977,OtherBiomes
5786,-3.4466701,28.9167004,OtherBiomes
5787,12.4180002,19.5832996,OtherBiomes
5788,14.8541002,28.1667004,OtherBiomes
5789,18.9108009,7.1666698,OtherBiomes
5790,20.4783001,9.6666698,OtherBiomes
5791,19.0205994,20.8332996,OtherBiomes
5792,-2.28808,6.9166698,OtherBiomes
5793,18.0272999,115.6669998,OtherBiomes
5794,19.3174,9,OtherBiomes
5795,21.0993004,7.4166698,OtherBiomes
5796,16.5963001,26.0832996,OtherBiomes
5797,3.3872499,58.5833015,OtherBiomes
5798,12.9119997,227,OtherBiomes
5799,2.2720799,53.8333015,OtherBiomes
5800,17.8584003,15.75,OtherBiomes
5801,16.5624008,34.75,OtherBiomes
5802,16.4193001,79.3332977,OtherBiomes
5803,18.3789005,25.75,OtherBiomes
5804,24.7110004,22.3332996,OtherBiomes
5805,24.9053001,9.1666698,OtherBiomes
5806,23.2917004,64.4167023,OtherBiomes
5807,-0.0184167,46.25,OtherBiomes
5808,20.7483006,8.5833302,OtherBiomes
5809,17.1481991,44.8333015,OtherBiomes
5810,23.3346004,4.5,OtherBiomes
5811,23.6252003,52.5,OtherBiomes
5812,9.8044205,28,OtherBiomes
5813,19.0181999,104.3330002,OtherBiomes
5814,-2.43467,35.0833015,OtherBiomes
5815,20.6012993,8.4166698,OtherBiomes
5816,18.0123005,121.1669998,OtherBiomes
5817,20.2992992,24.6667004,OtherBiomes
5818,8.1090803,28.9167004,OtherBiomes
5819,15.8100996,92.25,OtherBiomes
5820,20.3404007,5.8333302,OtherBiomes
5821,17.9342003,20.3332996,OtherBiomes
5822,-7.1568298,16,OtherBiomes
5823,16.6457996,33,OtherBiomes
5824,18.0377998,98,OtherBiomes
5825,18.0648003,18.6667004,OtherBiomes
5826,22.5995007,5.5,OtherBiomes
5827,20.4274006,16.1667004,OtherBiomes
5828,-5.63308,52.75,OtherBiomes
5829,17.9617996,38.9166985,OtherBiomes
5830,23.2514992,57.5,OtherBiomes
5831,17.1415005,22.5,OtherBiomes
5832,16.0862999,17.8332996,OtherBiomes
5833,17.4461994,61.25,OtherBiomes
5834,13.7033997,97.0832977,OtherBiomes
5835,17.5823994,121.4169998,OtherBiomes
5836,13.6907997,232.1670074,OtherBiomes
5837,22.5737,3.6666701,OtherBiomes
5838,18.3712997,129.0829926,OtherBiomes
5839,15.8830004,85.6667023,OtherBiomes
5840,18.0326996,101.5,OtherBiomes
5841,-10.9308996,17.3332996,OtherBiomes
5842,18.6886005,85.6667023,OtherBiomes
5843,18.2541008,63.5,OtherBiomes
5844,17.3078003,37.75,OtherBiomes
5845,20.3815994,11.0832996,OtherBiomes
5846,13.7988005,85.75,OtherBiomes
5847,22.9857998,29.3332996,OtherBiomes
5848,12.8467999,8.75,OtherBiomes
5849,21.7306995,135.25,OtherBiomes
5850,23.8803005,3.5833299,OtherBiomes
5851,-5.61233,10.4167004,OtherBiomes
5852,16.5063,39.1666985,OtherBiomes
5853,18.7577,100.0830002,OtherBiomes
5854,-0.7195,19.5832996,OtherBiomes
5855,15.6451998,84.5,OtherBiomes
5856,18.8952999,9.6666698,OtherBiomes
5857,14.2217999,12.4167004,OtherBiomes
5858,24.5174999,25.8332996,OtherBiomes
5859,18.7537994,6.1666698,OtherBiomes
5860,17.6725998,103.5,OtherBiomes
5861,-2.664,57.4166985,OtherBiomes
5862,20.0739002,17.5832996,OtherBiomes
5863,17.9102001,50.75,OtherBiomes
5864,21.8638,4.8333302,OtherBiomes
5865,19.3742008,9.6666698,OtherBiomes
5866,22.6145992,5.8333302,OtherBiomes
5867,-3.0646701,39.8333015,OtherBiomes
5868,-2.8013301,43.25,OtherBiomes
5869,19.7528,8.5833302,OtherBiomes
5870,19.3901997,20.25,OtherBiomes
5871,11.5860996,25.4167004,OtherBiomes
5872,-4.7979202,8,OtherBiomes
5873,-3.11642,60.5,OtherBiomes
5874,17.0352001,10.5832996,OtherBiomes
5875,-6.7163301,14,OtherBiomes
5876,18.9514999,12.1667004,OtherBiomes
5877,0.0329165,33,OtherBiomes
5878,24.3455009,12.1667004,OtherBiomes
5879,13.2139997,90.9167023,OtherBiomes
5880,-0.347917,40.3333015,OtherBiomes
5881,-5.0483298,7.25,OtherBiomes
5882,19.2222004,5.5833302,OtherBiomes
5883,18.6702995,124,OtherBiomes
5884,23.1884995,3.1666701,OtherBiomes
5885,15.6143999,11.75,OtherBiomes
5886,24.468399,24.8332996,OtherBiomes
5887,19.1972008,11.1667004,OtherBiomes
5888,22.6506996,4.75,OtherBiomes
5889,26.0557003,11.8332996,OtherBiomes
5890,23.0681992,7.4166698,OtherBiomes
5891,-3.8844199,54.25,OtherBiomes
5892,15.4095001,110,OtherBiomes
5893,19.5755005,121.3330002,OtherBiomes
5894,-1.8279999,34.1666985,OtherBiomes
5895,17.7621994,13.8332996,OtherBiomes
5896,24.6322994,9.3333302,OtherBiomes
5897,14.0627003,153.5829926,OtherBiomes
5898,20.8962002,6,OtherBiomes
5899,19.2173996,3.1666701,OtherBiomes
5900,11.1637001,24.25,OtherBiomes
5901,19.941,8.3333302,OtherBiomes
5902,19.4314003,4.3333302,OtherBiomes
5903,-8.7643299,55.75,OtherBiomes
5904,17.4727993,16.1667004,OtherBiomes
5905,23.6345005,8.1666698,OtherBiomes
5906,-4.8694201,55.75,OtherBiomes
5907,-1.3182499,34.8333015,OtherBiomes
5908,14.3311996,154.8329926,OtherBiomes
5909,15.9983997,24.0832996,OtherBiomes
5910,19.6173,77.75,OtherBiomes
5911,24.8794003,7.5833302,OtherBiomes
5912,0.15175,43.6666985,OtherBiomes
5913,22.8843002,4.5,OtherBiomes
5914,24.6795998,22.8332996,OtherBiomes
5915,19.9484997,2.9166701,OtherBiomes
5916,24.5606995,7.3333302,OtherBiomes
5917,24.9213009,17.3332996,OtherBiomes
5918,19.7642994,8.25,OtherBiomes
5919,23.0776997,6.6666698,OtherBiomes
5920,23.1387005,2.8333299,OtherBiomes
5921,21.9433994,9.9166698,OtherBiomes
5922,17.0244999,23.9167004,OtherBiomes
5923,23.6516991,51.0833015,OtherBiomes
5924,24.3652992,24.75,OtherBiomes
5925,18.3432007,130.6670074,OtherBiomes
5926,19.2954998,89.9167023,OtherBiomes
5927,19.9867001,10.5,OtherBiomes
5928,21.5084991,3.75,OtherBiomes
5929,25.4435005,11.1667004,OtherBiomes
5930,23.9013004,2.4166701,OtherBiomes
5931,4.0528302,48.6666985,OtherBiomes
5932,0.417917,33.8333015,OtherBiomes
5933,17.9740009,9.9166698,OtherBiomes
5934,17.0604,18.6667004,OtherBiomes
5935,-5.1595001,54.0833015,OtherBiomes
5936,-1.47358,36.0833015,OtherBiomes
5937,23.2369003,2.4166701,OtherBiomes
5938,25.3528004,14.9167004,OtherBiomes
5939,17.7427998,19.5,OtherBiomes
5940,23.2147999,3.25,OtherBiomes
5941,20.2931995,3.75,OtherBiomes
5942,-3.20467,17.25,OtherBiomes
5943,22.8330994,3.0833299,OtherBiomes
5944,23.7987003,2.6666701,OtherBiomes
5945,19.4911995,139.5829926,OtherBiomes
5946,-5.1645799,27.25,OtherBiomes
5947,-7.4523301,13.3332996,OtherBiomes
5948,20.0634995,16.5832996,OtherBiomes
5949,21.1070995,3.0833299,OtherBiomes
5950,21.7733994,6.9166698,OtherBiomes
5951,21.5972004,4.1666698,OtherBiomes
5952,15.3730001,10.0832996,OtherBiomes
5953,-0.766083,12.8332996,OtherBiomes
5954,18.4958,10.5832996,OtherBiomes
5955,18.2947998,11.0832996,OtherBiomes
5956,-5.2059999,12.25,OtherBiomes
5957,22.8124008,3.0833299,OtherBiomes
5958,23.6706009,10.8332996,OtherBiomes
5959,22.8901997,2.4166701,OtherBiomes
5960,25.7173996,21.8332996,OtherBiomes
5961,-10.7058001,13.9167004,OtherBiomes
5962,16.7283993,41.25,OtherBiomes
5963,21.4673004,4.75,OtherBiomes
5964,24.1651993,28.5832996,OtherBiomes
5965,17.1998005,108,OtherBiomes
5966,2.6287501,50.25,OtherBiomes
5967,20.993,5.4166698,OtherBiomes
5968,13.8095999,28.8332996,OtherBiomes
5969,24.7877998,15.25,OtherBiomes
5970,18.7656002,31.5,OtherBiomes
5971,23.4487991,68.6667023,OtherBiomes
5972,23.8204994,38.6666985,OtherBiomes
5973,20.8756008,7.3333302,OtherBiomes
5974,15.2024002,10.5,OtherBiomes
5975,19.5806999,4,OtherBiomes
5976,16.7663002,23.8332996,OtherBiomes
5977,19.4115009,22.1667004,OtherBiomes
5978,-3.6704199,53.4166985,OtherBiomes
5979,19.3465996,105,OtherBiomes
5980,20.4132004,14.5,OtherBiomes
5981,11.1014996,19.3332996,OtherBiomes
5982,18.4123993,49.5,OtherBiomes
5983,19.6947002,108.4169998,OtherBiomes
5984,-1.94567,49.3333015,OtherBiomes
5985,16.3463001,37.1666985,OtherBiomes
5986,24.5307007,22.3332996,OtherBiomes
5987,23.6830006,49.4166985,OtherBiomes
5988,22.7479,2.3333299,OtherBiomes
5989,20.9307995,5.75,OtherBiomes
5990,20.2593002,2.5833299,OtherBiomes
5991,-9.9955797,12.75,OtherBiomes
5992,23.9995995,33.1666985,OtherBiomes
5993,22.8792992,6.75,OtherBiomes
5994,17.2931995,32.1666985,OtherBiomes
5995,19.3213005,135.5829926,OtherBiomes
5996,18.6203003,5.75,OtherBiomes
5997,15.9709997,86.75,OtherBiomes
