FID,MA_tmp,MA_prp,Tundra
1871,0.125833,117,OtherBiomes
1872,-6.7484999,41.0833015,Tundra
1873,-3.13467,43.5833015,OtherBiomes
1874,2.8861699,43.25,OtherBiomes
1875,-11.1653996,71,OtherBiomes
1876,2.0955801,52.4166985,OtherBiomes
1877,-11.1323996,55.75,Tundra
1878,-3.66642,47.5833015,OtherBiomes
1879,-10.1220999,24.9167004,Tundra
1880,1.42308,57.9166985,OtherBiomes
1881,5.4583302,130.25,OtherBiomes
1882,-8.1685801,31.25,Tundra
1883,2.9569199,45.0833015,OtherBiomes
1884,-3.4943299,43.75,OtherBiomes
1885,0.414833,45.8333015,OtherBiomes
1886,-3.82142,43.9166985,OtherBiomes
1887,-4.6981702,25.4167004,OtherBiomes
1888,0.339333,46.5833015,OtherBiomes
1889,-3.2264199,31.25,OtherBiomes
1890,-8.5512505,41.1666985,OtherBiomes
1891,-11.3767004,22.5,Tundra
1892,-11.6196003,52.75,Tundra
1893,-11.8968,22.8332996,OtherBiomes
1894,-2.8113301,25.25,OtherBiomes
1895,-12.9603996,23.4167004,OtherBiomes
1896,-11.0249004,23.8332996,Tundra
1897,0.0625833,67.0832977,OtherBiomes
1898,0.02575,47.8333015,OtherBiomes
1899,-1.81283,51.0833015,OtherBiomes
1900,-11.415,22.25,OtherBiomes
1901,-4.4608302,25.9167004,OtherBiomes
1902,-10.2112999,28.3332996,OtherBiomes
1903,-10.1885996,24.9167004,Tundra
1904,-15.2837,23.75,Tundra
1905,-12.2150002,26,Tundra
1906,-15.9841003,23.4167004,OtherBiomes
1907,-3.4317501,31.1667004,OtherBiomes
1908,-12.1885996,26.8332996,Tundra
1909,-3.40342,34.25,OtherBiomes
1910,-8.3896704,23.8332996,OtherBiomes
1911,-11.6651001,22.0832996,Tundra
1912,-9.4200802,22.3332996,OtherBiomes
1913,-4.1602502,24.25,OtherBiomes
1914,-11.5199003,31.9167004,Tundra
1915,-5.3151698,42.4166985,OtherBiomes
1916,-10.2321997,34.9166985,Tundra
1917,1.27825,53,OtherBiomes
1918,-6.55125,31.9167004,Tundra
1919,-15.5082998,83.3332977,OtherBiomes
1920,4.4024301,111.0830002,OtherBiomes
1921,-7.3268299,35.8333015,Tundra
1922,-4.9050798,43.6666985,OtherBiomes
1923,-10.1872997,27.5,OtherBiomes
1924,0.381,48.1666985,OtherBiomes
1925,-6.6635799,37.75,Tundra
1926,2.21367,50.1666985,OtherBiomes
1927,-11.7976999,26.8332996,OtherBiomes
1928,-5.5634198,47.4166985,OtherBiomes
1929,-6.76717,30.5832996,Tundra
1930,-5.3474998,26.3332996,OtherBiomes
1931,-10.3112001,28.5832996,OtherBiomes
1932,-4.0389199,28.0832996,OtherBiomes
1933,-2.1745,46.75,OtherBiomes
1934,1.79975,56,OtherBiomes
1935,-8.1158304,23.6667004,OtherBiomes
1936,-0.626583,54.8333015,OtherBiomes
1937,0.716167,47.8333015,OtherBiomes
1938,-3.174,33.25,OtherBiomes
1939,-8.5542498,30.25,OtherBiomes
1940,-6.6225801,44.75,Tundra
1941,1.44967,50.75,OtherBiomes
1942,2.1280799,54.0833015,OtherBiomes
1943,-8.9485798,24.25,OtherBiomes
1944,-11.4689999,30.25,OtherBiomes
1945,-11.0136003,22,OtherBiomes
1946,-1.00225,53.75,OtherBiomes
1947,-9.4798098,22.5,Tundra
1948,-2.9697499,25.1667004,OtherBiomes
1949,-4.4402499,35.0833015,Tundra
1950,-7.1953702,30.0832996,Tundra
1951,-1.81817,40.0833015,OtherBiomes
1952,-8.1482496,29.4167004,OtherBiomes
1953,-3.09567,44.5833015,OtherBiomes
1954,-4.2251701,44.25,OtherBiomes
1955,-0.42875,49.6666985,OtherBiomes
1956,0.649833,51.75,OtherBiomes
1957,-6.2266698,34.8333015,Tundra
1958,-9.6519203,22.8332996,Tundra
1959,-8.3989,34.25,Tundra
1960,-8.6602497,24.0832996,OtherBiomes
1961,-15.3643999,91.8332977,OtherBiomes
1962,-6.5089202,34.6666985,Tundra
1963,2.8155899,154.5,Tundra
1964,-1.77783,41.0833015,OtherBiomes
1965,-12.1360998,26.5,OtherBiomes
1966,-0.1035,50.5833015,OtherBiomes
1967,-1.33042,41.5,Tundra
1968,1.04958,52.5833015,Tundra
1969,-10.7902002,29.1667004,OtherBiomes
1970,0.944583,52.3333015,OtherBiomes
1971,-5.96667,41.8333015,Tundra
1972,-9.4645004,28.5832996,OtherBiomes
1973,-10.2758999,22.8332996,OtherBiomes
1974,2.4586699,52.0833015,OtherBiomes
1975,-3.1142499,44.8333015,OtherBiomes
1976,0.303333,48,OtherBiomes
1977,-7.9229202,29.8332996,OtherBiomes
1978,-1.39008,56.6666985,OtherBiomes
1979,-14.8105001,30,Tundra
1980,4.4946699,161.9170074,Tundra
1981,-5.6127501,39.4166985,OtherBiomes
1982,-7.9330802,44.25,OtherBiomes
1983,-4.0914202,31.5,OtherBiomes
1984,-7.2310801,36.5,OtherBiomes
1985,-11.1573,24.75,Tundra
1986,-11.2641001,29.8332996,OtherBiomes
1987,-7.47258,27.5,OtherBiomes
1988,-4.8915801,44.1666985,OtherBiomes
1989,-11.6077003,26.6667004,OtherBiomes
1990,-2.3705001,45.9166985,OtherBiomes
1991,-8.3580799,46.25,OtherBiomes
1992,-5.2770801,50.25,OtherBiomes
1993,-12.8366003,32,OtherBiomes
1994,1.5345,50.75,OtherBiomes
1995,-2.451,31.6667004,OtherBiomes
1996,-11.1424999,23.25,OtherBiomes
1997,-12.0017004,84.25,OtherBiomes
1998,-4.7030001,29.6667004,OtherBiomes
1999,-7.7009201,29.5,OtherBiomes
2000,-2.21683,48,OtherBiomes
2001,-6.7529202,36.1666985,Tundra
2002,-8.3219204,37.25,Tundra
2003,-0.943,53.0833015,OtherBiomes
2004,-10.7509003,24.9167004,OtherBiomes
2005,-9.1283302,25.1667004,OtherBiomes
2006,1.31475,49.0833015,OtherBiomes
2007,-5.42975,45.25,Tundra
2008,-11.2004004,25.9167004,OtherBiomes
2009,-16.2427006,23.75,OtherBiomes
2010,-10.8519001,23.9167004,OtherBiomes
2011,1.53233,50.5833015,OtherBiomes
2012,1.19358,54.75,OtherBiomes
2013,-9.93608,24,OtherBiomes
2014,-1.24375,55.5,OtherBiomes
2015,-14.8402004,25.8332996,Tundra
2016,-7.7972498,29.0832996,OtherBiomes
2017,-0.9515,51.1666985,OtherBiomes
2018,-7.2140799,40,Tundra
2019,-10.0423002,28,Tundra
2020,-12.0106001,24,OtherBiomes
2021,-7.5238299,28.5,Tundra
2022,-8.36625,33.8333015,Tundra
2023,-4.3089199,49.1666985,OtherBiomes
2024,-10.9786997,22.5832996,Tundra
2025,-8.18225,29.5,OtherBiomes
2026,0.60675,49.8333015,OtherBiomes
2027,-7.51158,34.0833015,Tundra
2028,1.32017,47.6666985,OtherBiomes
2029,-8.4043303,26.9167004,OtherBiomes
2030,-9.0904198,25.4167004,OtherBiomes
2031,-11.3210001,29.5832996,OtherBiomes
2032,-5.2205801,23,OtherBiomes
2033,-11.6554003,24.9167004,OtherBiomes
2034,-15.6666002,99.4167023,OtherBiomes
2035,-12.3297005,27.3332996,OtherBiomes
2036,-10.1358004,23.5832996,OtherBiomes
2037,-4.7541699,31.5832996,OtherBiomes
2038,-7.68367,29.0832996,OtherBiomes
2039,-2.1176701,46.5833015,OtherBiomes
2040,-13.1382999,32.0833015,Tundra
2041,-11.5551996,31.3332996,Tundra
2042,-8.0933304,34.75,OtherBiomes
2043,-9.40942,34.9166985,Tundra
2044,-4.6245799,31.75,OtherBiomes
2045,4.12958,46.5833015,OtherBiomes
2046,-5.4477501,48.5,Tundra
2047,-4.3715,27.8332996,OtherBiomes
2048,-10.4153996,23.9167004,OtherBiomes
2049,-7.3456702,35.1666985,Tundra
2050,-4.3755002,28,Tundra
2051,-5.3575802,23,OtherBiomes
2052,-7.8361702,44.3333015,OtherBiomes
2053,-10.6657,23.3332996,OtherBiomes
2054,-11.0148001,28.5,Tundra
2055,-4.5719199,26.1667004,OtherBiomes
2056,-4.6684999,28.4167004,OtherBiomes
2057,1.814,54.4166985,OtherBiomes
2058,1.14917,49.1666985,OtherBiomes
2059,-10.6189003,23.6667004,OtherBiomes
2060,-1.58242,41.9166985,OtherBiomes
2061,-11.0058002,23.1667004,OtherBiomes
2062,2.54475,53.4166985,OtherBiomes
2063,-16.1809006,100.5830002,OtherBiomes
2064,-11.0452003,31.3332996,OtherBiomes
2065,-11.2322998,26.5832996,OtherBiomes
2066,-5.3081698,50.4166985,OtherBiomes
2067,-2.3789999,38,OtherBiomes
2068,-13.4909,34.5833015,OtherBiomes
2069,-3.2783301,25,OtherBiomes
2070,-3.7507501,26,OtherBiomes
2071,-12.6167002,83.5,OtherBiomes
2072,-8.3811703,33.75,OtherBiomes
2073,-4.3282499,28.0832996,OtherBiomes
2074,-1.8265001,43.5,OtherBiomes
2075,3.7535,45.25,OtherBiomes
2076,-9.9759998,23.75,Tundra
2077,-0.956167,51.5833015,OtherBiomes
2078,-4.4862499,28.75,Tundra
2079,-5.37042,44.6666985,Tundra
2080,-5.4645801,35.3333015,OtherBiomes
2081,-10.7756996,28.3332996,Tundra
2082,2.46842,51.9166985,OtherBiomes
2083,-8.5764999,30,Tundra
2084,2.97925,53.5,OtherBiomes
2085,-9.7215796,26.8332996,OtherBiomes
2086,-9.2490797,24.4167004,OtherBiomes
2087,-7.37392,28.75,OtherBiomes
2088,3.60425,138.25,Tundra
2089,-1.68033,57.1666985,OtherBiomes
2090,-10.9277,25.75,Tundra
2091,-8.875,22.4167004,OtherBiomes
2092,-7.2151699,32.5833015,OtherBiomes
2093,-3.5157499,44,OtherBiomes
2094,-6.3944201,144.25,OtherBiomes
2095,-9.8687496,30.5832996,OtherBiomes
2096,2.5750799,51.5,OtherBiomes
2097,-6.5457501,43.25,Tundra
2098,-4.0587502,24.4167004,OtherBiomes
2099,-5.1444998,44.1666985,OtherBiomes
2100,-2.0525801,43.4166985,OtherBiomes
2101,-8.6002502,25.3332996,OtherBiomes
2102,-11.1435003,39.25,Tundra
2103,-1.97808,39.5,OtherBiomes
2104,-8.1724997,29.3332996,OtherBiomes
2105,3.0094199,49.75,OtherBiomes
2106,-3.12625,24.3332996,OtherBiomes
2107,1.80775,51.8333015,OtherBiomes
2108,-13.5918999,25.1667004,OtherBiomes
2109,-11.0417995,25.25,OtherBiomes
2110,-3.20117,45.4166985,OtherBiomes
2111,-3.16517,22.5,OtherBiomes
2112,-9.24617,25.3332996,OtherBiomes
2113,-2.73208,47.8333015,OtherBiomes
2114,-3.52317,25.5,OtherBiomes
2115,-11.2762003,23.5832996,OtherBiomes
2116,-8.3350801,33.9166985,Tundra
2117,2.0309999,52.4166985,OtherBiomes
2118,-4.4949999,28.25,OtherBiomes
2119,-7.9799199,27.3332996,OtherBiomes
2120,-2.9742501,44.4166985,OtherBiomes
2121,-8.5660801,28.9167004,OtherBiomes
2122,1.5173301,51.75,OtherBiomes
2123,-8.4229202,35.6666985,OtherBiomes
2124,-7.8010001,29,Tundra
2125,-7.8231702,24.75,OtherBiomes
2126,-1.24142,54.6666985,OtherBiomes
2127,0.735833,57.8333015,OtherBiomes
2128,0.947917,47.75,OtherBiomes
2129,-9.9236698,24.6667004,OtherBiomes
2130,-7.4045,25.3332996,OtherBiomes
2131,0.83825,49,OtherBiomes
2132,-7.5784202,27.0832996,OtherBiomes
2133,-0.0683333,48.5,OtherBiomes
2134,0.523167,48.75,OtherBiomes
2135,-4.3905802,49.25,OtherBiomes
2136,-4.5629201,32.3333015,OtherBiomes
2137,0.475333,47.8333015,OtherBiomes
2138,-7.4423299,27.0832996,OtherBiomes
2139,-1.8099999,41.0833015,Tundra
2140,2.83108,49.1666985,OtherBiomes
2141,-9.0564203,24.1667004,OtherBiomes
2142,-11.4671001,29.1667004,Tundra
2143,-7.7902498,24,OtherBiomes
2144,-15.6036997,30.3332996,Tundra
2145,0.0285,48.0833015,OtherBiomes
2146,-1.01875,59,OtherBiomes
2147,-7.7541699,25.8332996,OtherBiomes
2148,0.14125,53.6666985,OtherBiomes
2149,-8.2902498,24.3332996,OtherBiomes
2150,0.190417,47.6666985,OtherBiomes
2151,-8.7223301,27.75,OtherBiomes
2152,-2.5195,43.0833015,OtherBiomes
2153,-8.7342501,27.4167004,OtherBiomes
2154,-10.8704996,24.0832996,OtherBiomes
2155,-10.6459999,24.3332996,OtherBiomes
2156,-4.1224999,41.9166985,OtherBiomes
2157,-1.6885,43.8333015,OtherBiomes
2158,-7.64183,30.3332996,OtherBiomes
2159,-3.8554201,23.1667004,OtherBiomes
2160,-10.8055,25,Tundra
2161,-8.34342,26.5832996,OtherBiomes
2162,0.496167,48.3333015,OtherBiomes
2163,-1.86867,45,OtherBiomes
2164,-10.0663004,25.1667004,OtherBiomes
2165,-4.99717,38,Tundra
2166,-8.8636703,36.4166985,Tundra
2167,0.418417,52.75,OtherBiomes
2168,-5.9805799,34.0833015,Tundra
2169,-2.3325801,30.25,OtherBiomes
2170,-6.1795802,36.6666985,Tundra
2171,-4.1929998,43.9166985,OtherBiomes
2172,-9.4133301,27.5,OtherBiomes
2173,-8.4084997,24.4167004,OtherBiomes
2174,-2.58183,26.9167004,OtherBiomes
2175,-6.3572502,28.25,OtherBiomes
2176,-7.32233,39.0833015,OtherBiomes
2177,-9.9547501,25.4167004,Tundra
2178,-7.6030002,26.6667004,Tundra
2179,-7.3196702,30.5,OtherBiomes
2180,-6.7009201,27.1667004,OtherBiomes
2181,-1.19125,45.5,OtherBiomes
2182,-5.1141701,45,Tundra
2183,-10.5291996,25.25,OtherBiomes
2184,-15.3999996,33.4166985,OtherBiomes
2185,-9.8558302,24.4167004,OtherBiomes
2186,-1.70617,47.4166985,OtherBiomes
2187,0.2255,155.6670074,Tundra
2188,-3.61867,29,OtherBiomes
2189,-6.1543298,33.0833015,OtherBiomes
2190,-14.6364002,35.3333015,Tundra
2191,-9.8881702,27.25,OtherBiomes
2192,-3.8503301,51.4166985,OtherBiomes
2193,-2.25317,46.1666985,OtherBiomes
2194,4.4621701,50.1666985,OtherBiomes
2195,-0.9905,50.25,OtherBiomes
2196,1.27,67.3332977,OtherBiomes
2197,-6.4773302,30.0832996,OtherBiomes
2198,1.93033,58.1666985,OtherBiomes
2199,-6.6022501,25.25,OtherBiomes
2200,-3.8452499,50.5,OtherBiomes
2201,-2.96825,45.5833015,OtherBiomes
2202,-6.68117,37.9166985,Tundra
2203,-6.7119198,30.1667004,OtherBiomes
2204,-7.0380001,26.75,OtherBiomes
2205,-6.9573302,29.8332996,OtherBiomes
2206,-3.6786699,27.0832996,OtherBiomes
2207,-6.7788301,32.6666985,OtherBiomes
2208,-6.70575,29,OtherBiomes
2209,-7.0331702,38.6666985,Tundra
2210,2.8575799,64.75,OtherBiomes
2211,1.48783,48.9166985,OtherBiomes
2212,0.332333,50.6666985,OtherBiomes
2213,-10.0249996,26.0832996,OtherBiomes
2214,-1.6966701,45.1666985,OtherBiomes
2215,1.39283,52.75,OtherBiomes
2216,-9.4006701,25.5,Tundra
2217,4.0577502,55.4166985,OtherBiomes
2218,-7.4924998,31.1667004,OtherBiomes
2219,2.19875,49.5833015,OtherBiomes
2220,-10.0587997,33,OtherBiomes
2221,-1.0815001,44.25,OtherBiomes
2222,-9.0625,26.3332996,OtherBiomes
2223,-5.1439199,43.4166985,OtherBiomes
2224,-1.58792,75.8332977,OtherBiomes
2225,-11.4455004,29.5832996,Tundra
2226,-13.4077997,34.1666985,OtherBiomes
2227,3.7709999,49.3333015,OtherBiomes
2228,-5.18717,36.9166985,Tundra
2229,-5.6761699,33.4166985,OtherBiomes
2230,-3.9139199,37.75,OtherBiomes
2231,-8.49967,42.75,Tundra
2232,-11.1938,30.25,Tundra
2233,-2.5899999,34.6666985,OtherBiomes
2234,-4.6240001,31.9167004,OtherBiomes
2235,-12.9396,31.9167004,Tundra
2236,-2.92892,44.0833015,OtherBiomes
2237,-9.5273304,24.9167004,Tundra
2238,-5.7260799,36.5,Tundra
2239,-7.5570002,24.75,OtherBiomes
2240,-7.44067,28.9167004,OtherBiomes
2241,1.25142,217.75,Tundra
2242,-11.8459997,32.5833015,Tundra
2243,-6.7151699,36.25,OtherBiomes
2244,-3.0882499,48.25,OtherBiomes
2245,0.600333,73.5832977,OtherBiomes
2246,-10.2751999,31.25,OtherBiomes
2247,-0.596917,46.5,OtherBiomes
2248,-6.48633,29.8332996,OtherBiomes
2249,-9.9090004,23.3332996,OtherBiomes
2250,-9.2664204,27.5832996,OtherBiomes
2251,-6.5507498,29.25,OtherBiomes
2252,-4.1422501,28.9167004,OtherBiomes
2253,-0.72375,44,OtherBiomes
2254,-8.2434998,30.9167004,OtherBiomes
2255,0.0728333,52.5833015,OtherBiomes
2256,-7.73733,34.25,Tundra
2257,-1.58683,44.1666985,OtherBiomes
2258,2.04233,51,OtherBiomes
2259,-9.1494198,35.0833015,OtherBiomes
2260,-4.5844998,45.6666985,OtherBiomes
2261,-1.07658,44.5833015,OtherBiomes
2262,4.69908,53.9166985,OtherBiomes
2263,-9.1011696,35,OtherBiomes
2264,3.20825,59,OtherBiomes
2265,-7.1579199,25.3332996,OtherBiomes
2266,-3.5502501,37.0833015,OtherBiomes
2267,-3.08058,24.3332996,OtherBiomes
2268,3.0290799,52.9166985,OtherBiomes
2269,3.5810001,50.4166985,OtherBiomes
2270,-2.3487501,71.1667023,OtherBiomes
2271,-0.7585,21.1667004,OtherBiomes
2272,2.9995501,94.75,Tundra
2273,-8.6303301,26.6667004,OtherBiomes
2274,-6.85675,29.4167004,OtherBiomes
2275,0.154,172.6670074,Tundra
2276,-2.2706699,45,OtherBiomes
2277,-6.3443298,31.1667004,OtherBiomes
2278,-1.6575,46.6666985,OtherBiomes
2279,-6.5435801,31.25,OtherBiomes
2280,-4.6985002,38.25,Tundra
2281,-3.1488299,27,OtherBiomes
2282,3.3888299,52.6666985,OtherBiomes
2283,-3.6034999,33.1666985,OtherBiomes
2284,-2.82933,25.1667004,OtherBiomes
2285,4.19133,54.75,OtherBiomes
2286,2.6101699,55.0833015,OtherBiomes
2287,-9.5197496,27.25,OtherBiomes
2288,4.0189199,57.6666985,OtherBiomes
2289,-1.11242,49.0833015,OtherBiomes
2290,-7.6753302,30.25,OtherBiomes
2291,-0.985167,48.75,Tundra
2292,3.96,50.1666985,OtherBiomes
2293,-5.3584199,75.3332977,OtherBiomes
2294,3.9699199,52.0833015,OtherBiomes
2295,-9.1965799,26.3332996,Tundra
2296,-6.7855,37.75,OtherBiomes
2297,-9.37292,27.3332996,OtherBiomes
2298,2.4899199,54.9166985,OtherBiomes
2299,-2.7007501,44.4166985,OtherBiomes
2300,1.16625,67.5,OtherBiomes
2301,-2.8763299,25.8332996,OtherBiomes
2302,-3.7153299,35.25,OtherBiomes
2303,-12.4428997,30.4167004,OtherBiomes
2304,4.1614199,57.1666985,OtherBiomes
2305,-10.1176004,41,Tundra
2306,-8.9764204,34.9166985,OtherBiomes
2307,-10.0316,24.5832996,Tundra
2308,-8.8898296,25.4167004,OtherBiomes
2309,1.62358,45.75,OtherBiomes
2310,-8.35958,142.0829926,OtherBiomes
2311,-2.3644199,90.4167023,Tundra
2312,-7.6031699,26.9167004,OtherBiomes
2313,0.73025,51.0833015,OtherBiomes
2314,-1.2557499,40.9166985,OtherBiomes
2315,-5.57092,98.3332977,OtherBiomes
2316,-2.2105801,29.5832996,OtherBiomes
2317,-2.4239199,48,OtherBiomes
2318,-2.8152499,26.75,OtherBiomes
2319,-0.835917,46,OtherBiomes
2320,-3.46983,49.6666985,OtherBiomes
2321,-5.5225801,40.6666985,Tundra
2322,-3.1060801,48.6666985,OtherBiomes
2323,-2.7516699,44.0833015,OtherBiomes
2324,-3.9053299,31.5,OtherBiomes
2325,-2.89975,25.75,OtherBiomes
2326,-11.6247997,36.1666985,Tundra
2327,-7.0595798,32.25,OtherBiomes
2328,-9.5115805,24.3332996,OtherBiomes
2329,-6.58042,42.9166985,Tundra
2330,3.9356699,50.25,OtherBiomes
2331,-5.5988302,51.1666985,Tundra
2332,-8.0721703,34.0833015,Tundra
2333,-6.2848301,75.1667023,OtherBiomes
2334,-7.9120798,30.5,OtherBiomes
2335,0.319083,49.8333015,OtherBiomes
2336,-7.3776698,28.75,Tundra
2337,-7.3493299,26.25,OtherBiomes
2338,-4.8814998,37.6666985,Tundra
2339,-6.4953299,28.6667004,OtherBiomes
2340,-2.28842,70.4167023,OtherBiomes
2341,-0.308833,60,OtherBiomes
2342,-2.66483,42.25,OtherBiomes
2343,-0.960917,57.5,OtherBiomes
2344,1.00017,65,Tundra
2345,0.87575,55.0833015,OtherBiomes
2346,-6.6019201,31.4167004,OtherBiomes
2347,-8.8071699,27.4167004,OtherBiomes
2348,0.855667,48.4166985,OtherBiomes
2349,-2.39642,22.4167004,OtherBiomes
2350,-3.09167,41.8333015,OtherBiomes
2351,1.82169,120.8330002,Tundra
2352,-2.2825,23.8332996,OtherBiomes
2353,4.0811701,55.5833015,OtherBiomes
2354,-3.9675,49.75,OtherBiomes
2355,0.57025,47.4166985,OtherBiomes
2356,0.873917,48.9166985,OtherBiomes
2357,3.1226699,61.1666985,OtherBiomes
2358,-6.3491702,44.9166985,OtherBiomes
2359,-10.3973999,29.5,OtherBiomes
2360,3.94275,68.6667023,OtherBiomes
2361,-8.0135803,32.3333015,OtherBiomes
2362,-6.3638301,32.5833015,OtherBiomes
2363,2.8117499,49,OtherBiomes
2364,-5.5174999,39.5,OtherBiomes
2365,-2.0813301,28.5,OtherBiomes
2366,-1.91517,133.9170074,OtherBiomes
2367,-9.7047501,32.6666985,OtherBiomes
2368,2.4205,47.75,OtherBiomes
2369,-1.63583,43.8333015,OtherBiomes
2370,2.4644201,48.1666985,OtherBiomes
2371,1.61142,50.8333015,OtherBiomes
2372,0.536833,42.9166985,OtherBiomes
2373,-10.7124004,30.0832996,OtherBiomes
2374,1.34175,177.0829926,OtherBiomes
2375,-0.62963,55,Tundra
2376,-2.96017,47.5833015,OtherBiomes
2377,-1.91883,47.5833015,OtherBiomes
2378,2.2835801,50.0833015,OtherBiomes
2379,-8.2051697,30.3332996,OtherBiomes
2380,-4.84408,45.0833015,Tundra
2381,2.09358,50,OtherBiomes
2382,-7.9569201,32.5833015,OtherBiomes
2383,-4.5007501,46.9166985,OtherBiomes
2384,-8.2624998,29.3332996,OtherBiomes
2385,-5.7458301,33.0833015,OtherBiomes
2386,1.734,53.3333015,OtherBiomes
2387,0.520083,53.9166985,Tundra
2388,-11.4312,35.25,OtherBiomes
2389,1.16642,49.25,OtherBiomes
2390,1.25583,50.0833015,OtherBiomes
2391,-3.1809199,29.25,OtherBiomes
2392,1.05642,49.1666985,OtherBiomes
2393,2.4518299,50.75,OtherBiomes
2394,-8.0648298,32.5833015,OtherBiomes
2395,-10.2503004,30.6667004,OtherBiomes
2396,-9.1749201,26.5,OtherBiomes
2397,-6.8350801,32.1666985,Tundra
2398,-8.5407495,35.25,OtherBiomes
2399,3.7302499,56.5833015,OtherBiomes
2400,-5.6034999,37.3333015,OtherBiomes
2401,-3.9300001,55.3333015,OtherBiomes
2402,-1.71775,48.6666985,OtherBiomes
2403,-9.0272503,29,OtherBiomes
2404,-5.237,33.0833015,OtherBiomes
2405,-0.0196666,45.9166985,OtherBiomes
2406,-6.1311698,26.6667004,OtherBiomes
2407,-2.0511701,27.3332996,OtherBiomes
2408,-1.7722501,39.8333015,OtherBiomes
2409,-6.1444201,30.1667004,OtherBiomes
2410,-2.02283,46.0833015,OtherBiomes
2411,-2.35533,39.5,OtherBiomes
2412,-8.09233,26.9167004,OtherBiomes
2413,-2.19783,33.9166985,OtherBiomes
2414,-0.314333,42.5,OtherBiomes
2415,2.86692,58.1666985,OtherBiomes
2416,-9.5749998,45.1666985,Tundra
2417,-7.6037502,46.5833015,OtherBiomes
2418,0.80425,86.3332977,OtherBiomes
2419,-5.1477499,34.5833015,OtherBiomes
2420,3.02321,70.9167023,OtherBiomes
2421,-9.2245798,27,OtherBiomes
2422,4.5377498,64.75,OtherBiomes
2423,-1.2459199,46.6666985,OtherBiomes
2424,4.0865798,66.5832977,OtherBiomes
2425,-2.09975,45.25,OtherBiomes
2426,-4.4285798,31.6667004,OtherBiomes
2427,-2.211,44.5833015,OtherBiomes
2428,-10.0007,37,OtherBiomes
2429,1.1255,50.1666985,OtherBiomes
2430,-5.7330799,31.6667004,OtherBiomes
2431,-4.0671701,41.3333015,Tundra
2432,-1.8855799,43.1666985,OtherBiomes
2433,-9.86133,27.6667004,OtherBiomes
2434,-1.68858,48.5,OtherBiomes
2435,2.91258,51.75,OtherBiomes
2436,4.2589202,54.5833015,OtherBiomes
2437,-2.5711701,41.6666985,OtherBiomes
2438,2.8306701,46.1666985,OtherBiomes
2439,-2.4295001,27,OtherBiomes
2440,-2.55392,65.8332977,OtherBiomes
2441,-2.0394199,33.9166985,OtherBiomes
2442,1.76825,50.3333015,OtherBiomes
2443,-5.7446699,41.9166985,OtherBiomes
2444,1.87492,50.9166985,OtherBiomes
2445,2.0801699,48.3333015,OtherBiomes
2446,-1.57725,45.9166985,OtherBiomes
2447,4.0460801,53.0833015,OtherBiomes
2448,-2.5785,39.75,OtherBiomes
2449,5.8825002,49.5833015,OtherBiomes
2450,-6.2353301,32.4166985,OtherBiomes
2451,-2.23967,46.8333015,OtherBiomes
2452,2.67783,51.1666985,OtherBiomes
2453,0.269083,42.8333015,OtherBiomes
2454,-6.6322498,34.75,Tundra
2455,-10.7883997,44.9166985,Tundra
2456,3.24108,58.1666985,OtherBiomes
2457,-2.9377501,46.3333015,OtherBiomes
2458,-2.1363299,46.0833015,OtherBiomes
2459,-6.3868299,36.75,Tundra
2460,-6.4752498,26.5832996,OtherBiomes
2461,-8.7462502,41.25,OtherBiomes
2462,-3.40358,35.6666985,OtherBiomes
2463,-2.4988301,47.3333015,OtherBiomes
2464,-1.3906699,45.5,OtherBiomes
2465,-6.7432499,31.3332996,OtherBiomes
2466,-2.7246699,47.4166985,OtherBiomes
2467,-7.7364202,32.25,OtherBiomes
2468,-0.761333,44.25,OtherBiomes
2469,-7.4205799,36.5833015,OtherBiomes
2470,0.977083,48.8333015,OtherBiomes
2471,-0.449417,48.5833015,Tundra
2472,-5.9644198,34.1666985,OtherBiomes
2473,3.7305,54.75,OtherBiomes
2474,-4.98633,49.1666985,Tundra
2475,-8.0822496,30.0832996,OtherBiomes
2476,-6.0840802,32.5833015,OtherBiomes
2477,-4.6848302,34.0833015,OtherBiomes
2478,5.0170798,62.25,OtherBiomes
2479,-2.128,31.0832996,OtherBiomes
2480,-2.13483,30.6667004,OtherBiomes
2481,4.2394199,67,OtherBiomes
2482,-6.9772501,31.5,OtherBiomes
2483,-0.68325,42.9166985,OtherBiomes
2484,-8.59867,26.5832996,OtherBiomes
2485,-0.218167,41.8333015,OtherBiomes
2486,1.87275,51.5,OtherBiomes
2487,-8.4964199,35.9166985,OtherBiomes
2488,6.30967,43.4166985,OtherBiomes
2489,-6.33108,42.25,OtherBiomes
2490,-2.0550001,27.5832996,OtherBiomes
2491,-0.960167,87,OtherBiomes
2492,4.1946702,53.3333015,OtherBiomes
2493,-3.4899199,35.6666985,OtherBiomes
2494,3.3994999,61.3333015,OtherBiomes
2495,-0.381833,43.4166985,OtherBiomes
2496,-7.0641699,32.25,OtherBiomes
2497,-0.237167,43,OtherBiomes
2498,-8.6249199,30.5,OtherBiomes
2499,-5.342,32.9166985,OtherBiomes
2500,-5.4415798,33.9166985,OtherBiomes
2501,0.96875,52.4166985,Tundra
2502,-5.7093301,59.0833015,OtherBiomes
2503,-2.61742,26.75,OtherBiomes
2504,-10.3016005,27.1667004,OtherBiomes
2505,-6.2670798,29.8332996,OtherBiomes
