"","X1","Y1","SiteSubsite","X2","Y2","CoordDistance"
"1",0.126846609954758,-0.274291865519172,"ABISKO:ABISKODRY_PADDUS",0.143907913495642,-0.249528805726251,0.030071534859763
"2",0.126147295980215,-0.156906345547113,"ABISKO:ABISKOWET_FLUX",0.172902216925159,-0.163392637155268,0.0472026970775391
"3",0.138827499731404,-0.150497062308082,"ABISKO:ABISKOWET_MULTE",0.171595531140519,-0.159242820895521,0.0339150729867789
"4",0.356652281219958,-0.0193795327165741,"ABISKO:PEATLAND",0.202511744106359,-0.111401727941486,0.179519886351569
"5",0.246453084146903,-0.108197476322524,"ABISKO:lower_forest",0.239990291646509,-0.142635913983439,0.0350396015306667
"6",0.200438697405376,-0.139160286908903,"ABISKO:lower_tundra",0.291332165294844,-0.0922513314043627,0.102284273529711
"7",0.242706146815158,-0.12973150336853,"ABISKO:upper_forest",0.243729023272522,-0.109593765930201,0.0201636987029197
"8",0.276935282592922,-0.0889967062738441,"ABISKO:upper_tundra",0.270603083827027,-0.102876606969784,0.0152560933577363
"9",-0.353918502242321,-0.247798390022457,"ALEXFIORD:CASSIOPE",-0.37145661408932,-0.223554026388385,0.0299228096137208
"10",-0.281282531650543,-0.3084076556684,"ALEXFIORD:CASSIOPE_COVER",-0.268981520241229,-0.319581205566463,0.0166181557044273
"11",-0.238943788041086,-0.202359172224197,"ALEXFIORD:DOMEDOLOMITE",-0.249798923763663,-0.21303099445658,0.0152224098392842
"12",-0.226133573855596,-0.163744642910045,"ALEXFIORD:DOMEGRANITE",-0.195595405129119,-0.16875550480292,0.0309465423929106
"13",-0.309722534010077,-0.191921949398951,"ALEXFIORD:DRYAS",-0.308101181690043,-0.208053579815858,0.0162129048369924
"14",-0.286281350894315,-0.171322684942252,"ALEXFIORD:FERT",-0.261523074659532,-0.201793031765623,0.0392608491713354
"15",-0.290232423698773,0.0849317919460182,"ALEXFIORD:MEADOW",-0.277549728329692,0.159807841959463,0.0759425679539535
"16",-0.294677776514073,-0.181828937111169,"ALEXFIORD:WILLOW",-0.310401542016189,-0.191233287691988,0.0183215340900396
"17",0.0342828248087119,-0.0941160960492949,"ANWR:ATIGUN-A",0.0301856702259893,-0.0956402110647604,0.00437145310567228
"18",0.00930785490284147,-0.0483207015394966,"ANWR:ATIGUN-B",-0.0190349205705748,-0.0193391860745173,0.0405369110833981
"19",-0.135082993740642,-0.207217583941788,"ANWR:ATIGUN-C",-0.130056519023388,-0.212045873143307,0.00696977938651613
"20",0.162635319783012,-0.00366445419237616,"ANWR:JAGO-A",0.166803349992595,0.00639449117068161,0.0108882899320775
"21",0.0806757908883589,-0.0434329938404713,"ANWR:JAGO-B",0.113109348638893,-0.0522286522851284,0.0336050483682486
"22",0.0129303346355499,-0.0677511206223724,"ATQASUK:AD",0.0365546938018841,-0.0307141466763467,0.0439300328374399
"23",-0.0114844513028861,0.227110094620886,"ATQASUK:AG",-0.0280584990617383,0.30156596868077,0.0762782815822045
"24",-0.134797972234128,0.414073405655166,"ATQASUK:AW",-0.169307447843368,0.399070124970985,0.0376298065117676
"25",-0.0374169161620549,0.19758173845815,"ATQASUK:RATE_BETULA_SHRUB",0.0115319001833394,0.116630986730896,0.0945992115549741
"26",-0.187693949185574,0.140165451051271,"ATQASUK:RATE_CAREX_ WET_MEADOW",-0.241741559306573,0.196579908702527,0.0781264052153744
"27",-0.141095737930326,0.0760146868122972,"ATQASUK:RATE_DRYAS_HEATH",-0.12153500012586,0.00746150642057776,0.071289276930508
"28",-0.247141106941338,0.416248136717292,"ATQASUK:RATE_ERIOPHORUM_WET_MEADOW",-0.276659904380983,0.452126992684617,0.0464612925757227
"29",0.0707691931468855,0.0468197084900404,"ATQASUK:RATE_HIEROCHLOE_DRY_MEADOW",0.0577490913478543,0.0230188819984352,0.0271293640275741
"30",0.246327372790868,-0.0955629008303764,"AUDKULUHEIDI:BETULAHEATH",0.260504379355303,-0.0135168159402127,0.0832619214343024
"31",-0.138037960902727,-0.260366316092993,"AUYUITTUQ:OWL RIVER",-0.124641692463917,-0.203585650140873,0.0583395580549852
"32",-0.166801271187323,0.282286777987728,"BARROW:ARCTOPHILA_POND_ORDINATION",-0.152323903595648,0.25406206552313,0.031721106003633
"33",-0.222996167446082,-0.0264902097970751,"BARROW:BD",-0.231013558131626,0.00349242537826226,0.0310360591161642
"34",-0.256707129153859,0.358856805849695,"BARROW:BG",-0.242070751414027,0.397709186968617,0.0415178404056981
"35",-0.294773654545678,0.408738936524449,"BARROW:BW",-0.29465169989033,0.416157669318318,0.00741973511688845
"36",-0.261261802595367,0.442858101758021,"BARROW:CAREX WET MEADOW_ORDINATION",-0.243344644315356,0.43299397726334,0.020453007428677
"37",-0.314481139442096,0.421154794808736,"BARROW:CAREX_MESIC MEADOW_ORDINATION",-0.318208312515858,0.414189812410126,0.00789954422322742
"38",-0.329272498167487,0.486856921709502,"BARROW:CAREX_MOIST MEADOW_ORDINATION",-0.311210793430396,0.43486866238719,0.0550363905554662
"39",-0.333731240051124,0.436861920695962,"BARROW:CAREX_MOIST_MEADOW_MICROTOPO",-0.321315636100957,0.451053404927674,0.0188559127635425
"40",-0.243123953910724,0.384793114898314,"BARROW:CAREX_WET_MEADOW_MICROTOPO",-0.251536345211947,0.477230664915028,0.0928195506372307
"41",-0.295821279828632,0.0301424770274606,"BARROW:DRY_HEATH_ORDINATION",-0.276700036173474,0.0518174825076466,0.0289037682921453
