"","ID","LONG","LAT","variable","year","value"
"231",7,16.45535,78.71061,"bio10","1999",3.38332519531252
"232",7,16.45535,78.71061,"bio10","2000",2.88332519531252
"233",7,16.45535,78.71061,"bio10","2001",3.98332519531255
"234",7,16.45535,78.71061,"bio10","2002",4.85000000000002
"235",7,16.45535,78.71061,"bio10","2003",4.58332519531251
"236",7,16.45535,78.71061,"bio10","2004",4.81667480468752
"237",7,16.45535,78.71061,"bio10","2005",5.11667480468753
"238",7,16.45535,78.71061,"bio10","2006",5.01667480468751
"239",7,16.45535,78.71061,"bio10","2007",4.55000000000001
"240",7,16.45535,78.71061,"bio10","2008",4.38332519531252
"241",7,16.45535,78.71061,"bio10","2009",4.31667480468752
"242",7,16.45535,78.71061,"bio10","2010",3.81667480468752
"243",7,16.45535,78.71061,"bio10","2011",4.55000000000001
"244",7,16.45535,78.71061,"bio10","2012",4.15000000000003
"245",7,16.45535,78.71061,"bio10","2013",5.41667480468755
"246",8,16.19464,78.64935,"bio10","1979",3.7166748046875
"247",8,16.19464,78.64935,"bio10","1980",3.38332519531252
"248",8,16.19464,78.64935,"bio10","1981",4.38332519531252
"249",8,16.19464,78.64935,"bio10","1982",2.61667480468753
"250",8,16.19464,78.64935,"bio10","1983",3.25
"251",8,16.19464,78.64935,"bio10","1984",4.11667480468753
"252",8,16.19464,78.64935,"bio10","1985",3.91667480468755
"253",8,16.19464,78.64935,"bio10","1986",4.41667480468755
"254",8,16.19464,78.64935,"bio10","1987",3.11667480468753
"255",8,16.19464,78.64935,"bio10","1988",4.25
"256",8,16.19464,78.64935,"bio10","1989",3.68332519531253
"257",8,16.19464,78.64935,"bio10","1990",4.48332519531255
"258",8,16.19464,78.64935,"bio10","1991",4.31667480468752
"259",8,16.19464,78.64935,"bio10","1992",3.88332519531252
"260",8,16.19464,78.64935,"bio10","1993",4.31667480468752
"261",8,16.19464,78.64935,"bio10","1994",3.7166748046875
"262",8,16.19464,78.64935,"bio10","1995",3.85000000000002
"263",8,16.19464,78.64935,"bio10","1996",3.85000000000002
"264",8,16.19464,78.64935,"bio10","1997",3.45000000000005
